id_geo___ca,comunidad_provincia,total,s_limitadas,s_anonimas,sotras,personas_fisicas,año,trimestre
813,Ciudad Real,62.0,9.0,0.0,0.0,53.0,2023,3
816,Cuenca,40.0,6.0,0.0,0.0,34.0,2023,3
819,Guadalajara,45.0,2.0,0.0,0.0,43.0,2023,3
845,Toledo,39.0,4.0,0.0,0.0,35.0,2023,3
908,Barcelona,1937.0,251.0,13.0,7.0,1666.0,2023,3
917,Girona,210.0,25.0,1.0,0.0,184.0,2023,3
925,Lleida,102.0,7.0,2.0,2.0,91.0,2023,3
943,Tarragona,222.0,12.0,1.0,0.0,209.0,2023,3
734,Valencia,513.0,71.0,2.0,1.0,439.0,2023,3
1106,Badajoz,81.0,13.0,1.0,1.0,66.0,2023,3
1110,Cáceres,25.0,2.0,0.0,0.0,23.0,2023,3
1227,Lugo,35.0,10.0,0.0,0.0,25.0,2023,3
1232,Ourense,15.0,2.0,0.0,0.0,13.0,2023,3
1236,Pontevedra,90.0,15.0,2.0,2.0,71.0,2023,3
1328,Madrid,1004.0,161.0,11.0,4.0,828.0,2023,3
1430,Murcia,379.0,26.0,0.0,3.0,350.0,2023,3
1531,Navarra,82.0,10.0,0.0,0.0,72.0,2023,3
1601,Araba/Álava,35.0,8.0,0.0,0.0,27.0,2023,3
1648,Bizkaia,113.0,29.0,0.0,1.0,83.0,2023,3
1620,Gipuzkoa,49.0,17.0,0.0,2.0,30.0,2023,3
1851,Ceuta,16.0,0.0,0.0,0.0,16.0,2023,3
1952,Melilla,0.0,0.0,0.0,0.0,0.0,2023,3
104,Almería,212.0,15.0,0.0,0.0,197.0,2023,4
111,Cádiz,172.0,21.0,0.0,1.0,150.0,2023,4
114,Córdoba,88.0,9.0,0.0,1.0,78.0,2023,4
118,Granada,93.0,9.0,1.0,0.0,83.0,2023,4
121,Huelva,58.0,7.0,2.0,0.0,49.0,2023,4
123,Jaén,33.0,7.0,0.0,0.0,26.0,2023,4
129,Málaga,280.0,24.0,1.0,0.0,255.0,2023,4
141,Sevilla,420.0,47.0,3.0,2.0,368.0,2023,4
943,Aragón,167.0,22.0,1.0,3.0,141.0,2023,4
222,Huesca,48.0,7.0,0.0,1.0,40.0,2023,4
244,Teruel,13.0,2.0,0.0,0.0,11.0,2023,4
250,Zaragoza,106.0,13.0,1.0,2.0,90.0,2023,4
333,Asturias,202.0,22.0,0.0,0.0,180.0,2023,4
407,"Balears, Illes",238.0,27.0,0.0,0.0,211.0,2023,4
639,Canarias,684.0,32.0,1.0,1.0,650.0,2023,4
538,Santa Cruz de Tenerife,261.0,12.0,0.0,0.0,249.0,2023,4
639,Cantabria,118.0,10.0,0.0,1.0,107.0,2023,4
705,Ávila,3.0,1.0,0.0,0.0,2.0,2023,4
709,Burgos,81.0,11.0,1.0,0.0,69.0,2023,4
724,León,69.0,7.0,0.0,0.0,62.0,2023,4
734,Palencia,5.0,0.0,0.0,0.0,5.0,2023,4
737,Salamanca,75.0,8.0,0.0,1.0,66.0,2023,4
740,Segovia,4.0,0.0,0.0,0.0,4.0,2023,4
742,Soria,7.0,1.0,0.0,0.0,6.0,2023,4
747,Valladolid,90.0,12.0,0.0,1.0,77.0,2023,4
749,Zamora,6.0,0.0,0.0,0.0,6.0,2023,4
802,Albacete,96.0,18.0,1.0,1.0,76.0,2023,4
813,Ciudad Real,59.0,11.0,1.0,0.0,47.0,2023,4
816,Cuenca,22.0,3.0,0.0,0.0,19.0,2023,4
819,Guadalajara,77.0,3.0,0.0,1.0,73.0,2023,4
845,Toledo,117.0,14.0,1.0,1.0,101.0,2023,4
908,Barcelona,1932.0,298.0,15.0,7.0,1612.0,2023,4
917,Girona,240.0,19.0,0.0,0.0,221.0,2023,4
925,Lleida,160.0,14.0,1.0,1.0,144.0,2023,4
943,Tarragona,367.0,28.0,1.0,0.0,338.0,2023,4
734,Valencia,807.0,111.0,3.0,1.0,692.0,2023,4
1106,Badajoz,135.0,11.0,0.0,2.0,122.0,2023,4
1110,Cáceres,70.0,0.0,1.0,1.0,68.0,2023,4
1227,Lugo,40.0,13.0,0.0,0.0,27.0,2023,4
1232,Ourense,27.0,2.0,0.0,0.0,25.0,2023,4
1236,Pontevedra,147.0,33.0,0.0,1.0,113.0,2023,4
1328,Madrid,1416.0,254.0,23.0,9.0,1130.0,2023,4
1430,Murcia,523.0,47.0,4.0,3.0,469.0,2023,4
1531,Navarra,97.0,12.0,0.0,0.0,85.0,2023,4
1601,Araba/Álava,38.0,4.0,0.0,0.0,34.0,2023,4
1648,Bizkaia,138.0,31.0,4.0,3.0,100.0,2023,4
1620,Gipuzkoa,49.0,15.0,0.0,0.0,34.0,2023,4
1851,Ceuta,,,,,0.0,2023,4
1952,Melilla,,,,,0.0,2023,4
104,Almería,102.0,9.0,1.0,0.0,92.0,2024,1
111,Cádiz,143.0,8.0,1.0,0.0,134.0,2024,1
114,Córdoba,48.0,15.0,0.0,0.0,33.0,2024,1
118,Granada,117.0,14.0,1.0,0.0,102.0,2024,1
121,Huelva,63.0,6.0,0.0,1.0,56.0,2024,1
123,Jaén,25.0,6.0,0.0,0.0,19.0,2024,1
129,Málaga,189.0,33.0,0.0,0.0,156.0,2024,1
141,Sevilla,335.0,35.0,0.0,0.0,300.0,2024,1
943,Aragón,149.0,31.0,2.0,0.0,116.0,2024,1
222,Huesca,19.0,2.0,1.0,0.0,16.0,2024,1
244,Teruel,11.0,2.0,0.0,0.0,9.0,2024,1
250,Zaragoza,119.0,27.0,1.0,0.0,91.0,2024,1
333,Asturias,180.0,26.0,0.0,1.0,153.0,2024,1
407,"Balears, Illes",81.0,17.0,1.0,0.0,63.0,2024,1
639,Canarias,412.0,26.0,0.0,1.0,385.0,2024,1
538,Santa Cruz de Tenerife,164.0,13.0,0.0,0.0,151.0,2024,1
639,Cantabria,63.0,16.0,0.0,1.0,46.0,2024,1
705,Ávila,6.0,0.0,0.0,0.0,6.0,2024,1
709,Burgos,24.0,7.0,0.0,1.0,16.0,2024,1
724,León,62.0,6.0,1.0,0.0,55.0,2024,1
734,Palencia,8.0,4.0,0.0,0.0,4.0,2024,1
737,Salamanca,33.0,7.0,0.0,1.0,25.0,2024,1
740,Segovia,14.0,3.0,0.0,1.0,10.0,2024,1
742,Soria,3.0,2.0,0.0,0.0,1.0,2024,1
747,Valladolid,78.0,15.0,1.0,0.0,62.0,2024,1
749,Zamora,16.0,1.0,0.0,0.0,15.0,2024,1
802,Albacete,55.0,11.0,0.0,1.0,43.0,2024,1
813,Ciudad Real,18.0,4.0,1.0,0.0,13.0,2024,1
816,Cuenca,19.0,4.0,1.0,0.0,14.0,2024,1
819,Guadalajara,37.0,3.0,0.0,0.0,34.0,2024,1
845,Toledo,118.0,8.0,1.0,0.0,109.0,2024,1
908,Barcelona,1680.0,316.0,15.0,6.0,1343.0,2024,1
917,Girona,154.0,13.0,1.0,1.0,139.0,2024,1
925,Lleida,138.0,13.0,2.0,0.0,123.0,2024,1
943,Tarragona,154.0,18.0,1.0,0.0,135.0,2024,1
734,Valencia,624.0,119.0,6.0,3.0,496.0,2024,1
1106,Badajoz,78.0,6.0,0.0,2.0,70.0,2024,1
1110,Cáceres,24.0,4.0,0.0,0.0,20.0,2024,1
1227,Lugo,24.0,4.0,0.0,0.0,20.0,2024,1
1232,Ourense,14.0,3.0,0.0,0.0,11.0,2024,1
1236,Pontevedra,94.0,25.0,1.0,0.0,68.0,2024,1
1328,Madrid,1324.0,325.0,25.0,4.0,970.0,2024,1
1430,Murcia,442.0,41.0,1.0,3.0,397.0,2024,1
1531,Navarra,74.0,15.0,0.0,1.0,58.0,2024,1
1601,Araba/Álava,46.0,3.0,2.0,1.0,40.0,2024,1
1648,Bizkaia,129.0,43.0,4.0,1.0,81.0,2024,1
1620,Gipuzkoa,83.0,29.0,2.0,1.0,51.0,2024,1
1851,Ceuta,17.0,2.0,0.0,0.0,15.0,2024,1
1952,Melilla,5.0,0.0,0.0,0.0,5.0,2024,1
104,Almería,179.0,7.0,1.0,0.0,171.0,2024,2
111,Cádiz,212.0,23.0,1.0,0.0,188.0,2024,2
114,Córdoba,76.0,9.0,0.0,0.0,67.0,2024,2
118,Granada,182.0,24.0,0.0,1.0,157.0,2024,2
121,Huelva,38.0,7.0,0.0,1.0,30.0,2024,2
123,Jaén,16.0,4.0,0.0,1.0,11.0,2024,2
129,Málaga,210.0,34.0,1.0,0.0,175.0,2024,2
141,Sevilla,229.0,33.0,1.0,0.0,195.0,2024,2
943,Aragón,199.0,29.0,3.0,1.0,166.0,2024,2
222,Huesca,30.0,5.0,0.0,0.0,25.0,2024,2
244,Teruel,7.0,1.0,0.0,0.0,6.0,2024,2
250,Zaragoza,162.0,23.0,3.0,1.0,135.0,2024,2
333,Asturias,218.0,35.0,0.0,1.0,182.0,2024,2
407,"Balears, Illes",260.0,17.0,2.0,0.0,241.0,2024,2
639,Canarias,558.0,29.0,1.0,0.0,528.0,2024,2
538,Santa Cruz de Tenerife,110.0,10.0,1.0,0.0,99.0,2024,2
639,Cantabria,59.0,8.0,1.0,1.0,49.0,2024,2
705,Ávila,3.0,0.0,0.0,0.0,3.0,2024,2
709,Burgos,13.0,4.0,0.0,0.0,9.0,2024,2
724,León,93.0,10.0,0.0,0.0,83.0,2024,2
734,Palencia,15.0,2.0,0.0,0.0,13.0,2024,2
737,Salamanca,36.0,6.0,0.0,0.0,30.0,2024,2
740,Segovia,16.0,3.0,0.0,0.0,13.0,2024,2
742,Soria,10.0,1.0,0.0,0.0,9.0,2024,2
747,Valladolid,96.0,10.0,1.0,0.0,85.0,2024,2
749,Zamora,8.0,2.0,0.0,0.0,6.0,2024,2
802,Albacete,80.0,18.0,1.0,1.0,60.0,2024,2
813,Ciudad Real,36.0,7.0,0.0,1.0,28.0,2024,2
816,Cuenca,27.0,1.0,0.0,0.0,26.0,2024,2
819,Guadalajara,46.0,3.0,0.0,0.0,43.0,2024,2
845,Toledo,82.0,10.0,1.0,0.0,71.0,2024,2
908,Barcelona,1992.0,301.0,19.0,5.0,1667.0,2024,2
917,Girona,127.0,16.0,0.0,0.0,111.0,2024,2
925,Lleida,155.0,18.0,0.0,0.0,137.0,2024,2
943,Tarragona,226.0,23.0,0.0,0.0,203.0,2024,2
734,Valencia,651.0,94.0,2.0,1.0,554.0,2024,2
1106,Badajoz,105.0,9.0,0.0,0.0,96.0,2024,2
1110,Cáceres,21.0,5.0,0.0,1.0,15.0,2024,2
1227,Lugo,66.0,10.0,0.0,2.0,54.0,2024,2
1232,Ourense,29.0,2.0,0.0,0.0,27.0,2024,2
1236,Pontevedra,116.0,29.0,1.0,0.0,86.0,2024,2
1328,Madrid,1463.0,286.0,25.0,6.0,1146.0,2024,2
1430,Murcia,536.0,41.0,1.0,3.0,491.0,2024,2
1531,Navarra,89.0,9.0,1.0,2.0,77.0,2024,2
1601,Araba/Álava,56.0,10.0,5.0,0.0,41.0,2024,2
1648,Bizkaia,172.0,34.0,2.0,6.0,130.0,2024,2
1620,Gipuzkoa,72.0,14.0,1.0,1.0,56.0,2024,2
1851,Ceuta,18.0,2.0,0.0,0.0,16.0,2024,2
1952,Melilla,9.0,1.0,0.0,0.0,8.0,2024,2
104,Almería,106.0,7.0,0.0,1.0,98.0,2024,3
111,Cádiz,283.0,18.0,1.0,0.0,264.0,2024,3
114,Córdoba,68.0,15.0,0.0,1.0,52.0,2024,3
118,Granada,107.0,13.0,0.0,0.0,94.0,2024,3
121,Huelva,89.0,8.0,0.0,1.0,80.0,2024,3
123,Jaén,126.0,12.0,0.0,0.0,114.0,2024,3
129,Málaga,206.0,23.0,0.0,1.0,182.0,2024,3
141,Sevilla,467.0,52.0,1.0,1.0,413.0,2024,3
943,Aragón,156.0,17.0,4.0,1.0,134.0,2024,3
222,Huesca,42.0,3.0,0.0,0.0,39.0,2024,3
244,Teruel,9.0,1.0,0.0,0.0,8.0,2024,3
250,Zaragoza,105.0,13.0,4.0,1.0,87.0,2024,3
333,Asturias,168.0,22.0,4.0,1.0,141.0,2024,3
407,"Balears, Illes",249.0,22.0,1.0,1.0,225.0,2024,3
639,Canarias,474.0,22.0,1.0,2.0,449.0,2024,3
538,Santa Cruz de Tenerife,164.0,9.0,0.0,1.0,154.0,2024,3
639,Cantabria,97.0,4.0,0.0,1.0,92.0,2024,3
705,Ávila,16.0,0.0,0.0,0.0,16.0,2024,3
709,Burgos,24.0,3.0,0.0,0.0,21.0,2024,3
724,León,77.0,9.0,0.0,0.0,68.0,2024,3
734,Palencia,12.0,2.0,0.0,0.0,10.0,2024,3
737,Salamanca,57.0,6.0,1.0,0.0,50.0,2024,3
740,Segovia,11.0,3.0,0.0,0.0,8.0,2024,3
742,Soria,15.0,2.0,0.0,0.0,13.0,2024,3
747,Valladolid,97.0,12.0,1.0,2.0,82.0,2024,3
749,Zamora,6.0,0.0,0.0,0.0,6.0,2024,3
802,Albacete,72.0,14.0,0.0,1.0,57.0,2024,3
813,Ciudad Real,9.0,5.0,0.0,0.0,4.0,2024,3
816,Cuenca,14.0,1.0,0.0,0.0,13.0,2024,3
819,Guadalajara,66.0,7.0,0.0,0.0,59.0,2024,3
845,Toledo,63.0,6.0,0.0,0.0,57.0,2024,3
908,Barcelona,2055.0,232.0,14.0,8.0,1801.0,2024,3
917,Girona,156.0,25.0,0.0,0.0,131.0,2024,3
925,Lleida,175.0,6.0,1.0,0.0,168.0,2024,3
943,Tarragona,212.0,9.0,0.0,2.0,201.0,2024,3
734,Valencia,814.0,103.0,3.0,6.0,702.0,2024,3
1106,Badajoz,93.0,11.0,0.0,0.0,82.0,2024,3
1110,Cáceres,77.0,9.0,0.0,0.0,68.0,2024,3
1227,Lugo,44.0,9.0,0.0,0.0,35.0,2024,3
1232,Ourense,21.0,4.0,0.0,0.0,17.0,2024,3
1236,Pontevedra,132.0,31.0,0.0,1.0,100.0,2024,3
1328,Madrid,1202.0,169.0,8.0,6.0,1019.0,2024,3
1430,Murcia,552.0,44.0,0.0,2.0,506.0,2024,3
1531,Navarra,63.0,5.0,2.0,0.0,56.0,2024,3
1601,Araba/Álava,54.0,10.0,0.0,1.0,43.0,2024,3
1648,Bizkaia,93.0,25.0,3.0,1.0,64.0,2024,3
1620,Gipuzkoa,79.0,20.0,2.0,0.0,57.0,2024,3
1851,Ceuta,,,,,0.0,2024,3
1952,Melilla,,,,,0.0,2024,3
104,Almería,166.0,9.0,1.0,0.0,156.0,2024,4
111,Cádiz,263.0,24.0,0.0,1.0,238.0,2024,4
114,Córdoba,149.0,12.0,0.0,0.0,137.0,2024,4
118,Granada,179.0,10.0,0.0,0.0,169.0,2024,4
121,Huelva,61.0,4.0,0.0,0.0,57.0,2024,4
123,Jaén,86.0,7.0,1.0,0.0,78.0,2024,4
129,Málaga,375.0,38.0,2.0,1.0,334.0,2024,4
141,Sevilla,384.0,54.0,1.0,1.0,328.0,2024,4
943,Aragón,210.0,20.0,3.0,1.0,186.0,2024,4
222,Huesca,41.0,1.0,0.0,0.0,40.0,2024,4
244,Teruel,19.0,3.0,1.0,0.0,15.0,2024,4
250,Zaragoza,150.0,16.0,2.0,1.0,131.0,2024,4
333,Asturias,260.0,22.0,0.0,1.0,237.0,2024,4
407,"Balears, Illes",327.0,9.0,0.0,0.0,318.0,2024,4
639,Canarias,705.0,38.0,2.0,0.0,665.0,2024,4
538,Santa Cruz de Tenerife,325.0,16.0,1.0,0.0,308.0,2024,4
639,Cantabria,101.0,11.0,0.0,1.0,89.0,2024,4
705,Ávila,38.0,1.0,0.0,0.0,37.0,2024,4
709,Burgos,42.0,2.0,0.0,0.0,40.0,2024,4
724,León,116.0,7.0,0.0,0.0,109.0,2024,4
734,Palencia,30.0,2.0,0.0,0.0,28.0,2024,4
737,Salamanca,64.0,2.0,0.0,0.0,62.0,2024,4
740,Segovia,26.0,0.0,0.0,0.0,26.0,2024,4
742,Soria,11.0,0.0,0.0,0.0,11.0,2024,4
747,Valladolid,83.0,6.0,0.0,0.0,77.0,2024,4
749,Zamora,8.0,1.0,0.0,0.0,7.0,2024,4
802,Albacete,109.0,9.0,0.0,0.0,100.0,2024,4
813,Ciudad Real,12.0,8.0,0.0,0.0,4.0,2024,4
816,Cuenca,27.0,2.0,0.0,0.0,25.0,2024,4
819,Guadalajara,20.0,3.0,0.0,0.0,17.0,2024,4
845,Toledo,199.0,11.0,1.0,0.0,187.0,2024,4
908,Barcelona,2614.0,281.0,19.0,8.0,2306.0,2024,4
917,Girona,319.0,14.0,1.0,1.0,303.0,2024,4
925,Lleida,226.0,8.0,0.0,4.0,214.0,2024,4
943,Tarragona,313.0,14.0,1.0,0.0,298.0,2024,4
734,Valencia,934.0,84.0,4.0,3.0,843.0,2024,4
1106,Badajoz,137.0,8.0,2.0,0.0,127.0,2024,4
1110,Cáceres,46.0,9.0,0.0,0.0,37.0,2024,4
1227,Lugo,48.0,8.0,0.0,0.0,40.0,2024,4
1232,Ourense,38.0,2.0,0.0,0.0,36.0,2024,4
1236,Pontevedra,149.0,20.0,0.0,1.0,128.0,2024,4
1328,Madrid,2363.0,329.0,19.0,8.0,2007.0,2024,4
1430,Murcia,707.0,44.0,0.0,2.0,661.0,2024,4
1531,Navarra,107.0,8.0,2.0,1.0,96.0,2024,4
1601,Araba/Álava,63.0,13.0,2.0,0.0,48.0,2024,4
1648,Bizkaia,173.0,31.0,1.0,2.0,139.0,2024,4
1620,Gipuzkoa,103.0,18.0,1.0,0.0,84.0,2024,4
1851,Ceuta,11.0,2.0,0.0,0.0,9.0,2024,4
1952,Melilla,9.0,0.0,0.0,0.0,9.0,2024,4
104,Almería,276.0,16.0,0.0,1.0,259.0,2025,1
111,Cádiz,356.0,17.0,1.0,0.0,338.0,2025,1
114,Córdoba,117.0,5.0,0.0,1.0,111.0,2025,1
118,Granada,222.0,19.0,2.0,0.0,201.0,2025,1
121,Huelva,125.0,6.0,0.0,0.0,119.0,2025,1
123,Jaén,41.0,5.0,0.0,0.0,36.0,2025,1
129,Málaga,425.0,41.0,0.0,1.0,383.0,2025,1
141,Sevilla,561.0,59.0,2.0,2.0,498.0,2025,1
943,Aragón,231.0,21.0,4.0,2.0,204.0,2025,1
222,Huesca,68.0,4.0,0.0,2.0,62.0,2025,1
244,Teruel,16.0,1.0,0.0,0.0,15.0,2025,1
250,Zaragoza,147.0,16.0,4.0,0.0,127.0,2025,1
333,Asturias,243.0,30.0,1.0,0.0,212.0,2025,1
407,"Balears, Illes",345.0,36.0,3.0,0.0,306.0,2025,1
639,Canarias,635.0,24.0,3.0,1.0,607.0,2025,1
538,Santa Cruz de Tenerife,328.0,10.0,2.0,0.0,316.0,2025,1
639,Cantabria,92.0,8.0,2.0,0.0,82.0,2025,1
705,Ávila,24.0,1.0,0.0,0.0,23.0,2025,1
709,Burgos,35.0,3.0,2.0,0.0,30.0,2025,1
724,León,107.0,2.0,0.0,1.0,104.0,2025,1
734,Palencia,32.0,1.0,0.0,0.0,31.0,2025,1
737,Salamanca,76.0,6.0,0.0,0.0,70.0,2025,1
740,Segovia,21.0,0.0,0.0,0.0,21.0,2025,1
742,Soria,19.0,1.0,0.0,0.0,18.0,2025,1
747,Valladolid,228.0,8.0,1.0,1.0,218.0,2025,1
749,Zamora,21.0,1.0,0.0,0.0,20.0,2025,1
802,Albacete,107.0,11.0,0.0,1.0,95.0,2025,1
813,Ciudad Real,23.0,17.0,1.0,1.0,4.0,2025,1
816,Cuenca,16.0,2.0,0.0,0.0,14.0,2025,1
819,Guadalajara,80.0,4.0,1.0,0.0,75.0,2025,1
845,Toledo,112.0,5.0,1.0,0.0,106.0,2025,1
908,Barcelona,3187.0,356.0,22.0,8.0,2801.0,2025,1
917,Girona,220.0,14.0,0.0,1.0,205.0,2025,1
925,Lleida,241.0,16.0,0.0,0.0,225.0,2025,1
943,Tarragona,352.0,29.0,1.0,3.0,319.0,2025,1
734,Valencia,861.0,79.0,5.0,0.0,777.0,2025,1
1106,Badajoz,129.0,21.0,0.0,1.0,107.0,2025,1
1110,Cáceres,75.0,3.0,0.0,0.0,72.0,2025,1
1227,Lugo,93.0,14.0,0.0,0.0,79.0,2025,1
1232,Ourense,26.0,4.0,0.0,0.0,22.0,2025,1
1236,Pontevedra,169.0,15.0,0.0,0.0,154.0,2025,1
1328,Madrid,2736.0,354.0,13.0,8.0,2361.0,2025,1
1430,Murcia,854.0,57.0,1.0,5.0,791.0,2025,1
1531,Navarra,187.0,17.0,0.0,0.0,170.0,2025,1
1601,Araba/Álava,76.0,11.0,1.0,1.0,63.0,2025,1
1648,Bizkaia,227.0,41.0,7.0,1.0,178.0,2025,1
1620,Gipuzkoa,106.0,17.0,1.0,2.0,86.0,2025,1
1851,Ceuta,1.0,1.0,0.0,0.0,0.0,2025,1
1952,Melilla,11.0,1.0,0.0,0.0,10.0,2025,1
104,Almería,208.0,16.0,2.0,0.0,190.0,2025,2
111,Cádiz,295.0,12.0,1.0,0.0,282.0,2025,2
114,Córdoba,105.0,11.0,0.0,0.0,94.0,2025,2
118,Granada,173.0,12.0,1.0,1.0,159.0,2025,2
121,Huelva,58.0,3.0,0.0,1.0,54.0,2025,2
123,Jaén,15.0,4.0,0.0,0.0,11.0,2025,2
129,Málaga,223.0,37.0,0.0,0.0,186.0,2025,2
141,Sevilla,471.0,33.0,2.0,1.0,435.0,2025,2
943,Aragón,183.0,23.0,1.0,0.0,159.0,2025,2
222,Huesca,44.0,4.0,0.0,0.0,40.0,2025,2
244,Teruel,21.0,2.0,0.0,0.0,19.0,2025,2
250,Zaragoza,118.0,17.0,1.0,0.0,100.0,2025,2
333,Asturias,209.0,17.0,1.0,2.0,189.0,2025,2
407,"Balears, Illes",482.0,30.0,0.0,0.0,452.0,2025,2
639,Canarias,816.0,20.0,2.0,1.0,793.0,2025,2
538,Santa Cruz de Tenerife,206.0,7.0,2.0,1.0,196.0,2025,2
639,Cantabria,73.0,4.0,0.0,0.0,69.0,2025,2
705,Ávila,21.0,0.0,0.0,0.0,21.0,2025,2
709,Burgos,34.0,5.0,0.0,0.0,29.0,2025,2
724,León,80.0,3.0,1.0,0.0,76.0,2025,2
734,Palencia,12.0,2.0,0.0,0.0,10.0,2025,2
737,Salamanca,45.0,0.0,0.0,1.0,44.0,2025,2
740,Segovia,31.0,4.0,0.0,0.0,27.0,2025,2
742,Soria,10.0,1.0,0.0,0.0,9.0,2025,2
747,Valladolid,112.0,4.0,0.0,1.0,107.0,2025,2
749,Zamora,9.0,6.0,0.0,0.0,3.0,2025,2
802,Albacete,110.0,10.0,2.0,2.0,96.0,2025,2
813,Ciudad Real,11.0,9.0,0.0,0.0,2.0,2025,2
816,Cuenca,29.0,1.0,1.0,0.0,27.0,2025,2
819,Guadalajara,74.0,7.0,0.0,0.0,67.0,2025,2
845,Toledo,168.0,16.0,0.0,0.0,152.0,2025,2
908,Barcelona,2248.0,305.0,14.0,9.0,1920.0,2025,2
917,Girona,247.0,19.0,0.0,0.0,228.0,2025,2
925,Lleida,216.0,12.0,1.0,0.0,203.0,2025,2
943,Tarragona,223.0,16.0,0.0,0.0,207.0,2025,2
734,Valencia,814.0,94.0,4.0,2.0,714.0,2025,2
1106,Badajoz,112.0,8.0,1.0,2.0,101.0,2025,2
1110,Cáceres,54.0,4.0,0.0,0.0,50.0,2025,2
1227,Lugo,80.0,8.0,0.0,0.0,72.0,2025,2
1232,Ourense,34.0,2.0,0.0,1.0,31.0,2025,2
1236,Pontevedra,214.0,34.0,1.0,1.0,178.0,2025,2
1328,Madrid,1680.0,261.0,14.0,5.0,1400.0,2025,2
1430,Murcia,678.0,39.0,0.0,2.0,637.0,2025,2
1531,Navarra,96.0,11.0,0.0,1.0,84.0,2025,2
1601,Araba/Álava,49.0,10.0,0.0,0.0,39.0,2025,2
1648,Bizkaia,184.0,38.0,3.0,1.0,142.0,2025,2
1620,Gipuzkoa,93.0,23.0,1.0,1.0,68.0,2025,2
1851,Ceuta,2.0,2.0,0.0,0.0,0.0,2025,2
1952,Melilla,17.0,0.0,0.0,0.0,17.0,2025,2
