id_geo___ca,comunidad_provincia,total,a_hasta_4,a_entre_5_y_8,a_entre_9_y_12,a_entre_13_y_16,a_entre_17_y_19,a_20_o_mas,año,trimestre
1110,Cáceres,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2024,2
1227,Lugo,12.0,3.0,0.0,1.0,1.0,1.0,6.0,2024,2
1232,Ourense,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2024,2
1236,Pontevedra,30.0,13.0,4.0,4.0,4.0,0.0,5.0,2024,2
1328,Madrid,317.0,127.0,67.0,32.0,12.0,16.0,63.0,2024,2
1430,Murcia,45.0,10.0,11.0,6.0,4.0,4.0,10.0,2024,2
1531,Navarra,12.0,4.0,1.0,2.0,0.0,0.0,5.0,2024,2
1601,Araba/Álava,15.0,4.0,0.0,1.0,1.0,0.0,9.0,2024,2
1648,Bizkaia,42.0,10.0,11.0,4.0,1.0,5.0,11.0,2024,2
1620,Gipuzkoa,16.0,5.0,3.0,0.0,1.0,0.0,7.0,2024,2
1851,Ceuta,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2024,2
1952,Melilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024,2
104,Almería,8.0,1.0,1.0,2.0,2.0,0.0,2.0,2024,3
111,Cádiz,19.0,8.0,4.0,1.0,4.0,0.0,2.0,2024,3
114,Córdoba,16.0,7.0,3.0,4.0,1.0,0.0,1.0,2024,3
118,Granada,13.0,3.0,5.0,1.0,0.0,0.0,4.0,2024,3
121,Huelva,9.0,3.0,0.0,3.0,1.0,1.0,1.0,2024,3
123,Jaén,12.0,2.0,1.0,6.0,2.0,0.0,1.0,2024,3
129,Málaga,24.0,8.0,8.0,4.0,0.0,2.0,2.0,2024,3
141,Sevilla,54.0,16.0,20.0,3.0,3.0,0.0,12.0,2024,3
943,Aragón,22.0,6.0,5.0,2.0,1.0,0.0,8.0,2024,3
222,Huesca,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2024,3
244,Teruel,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2024,3
250,Zaragoza,18.0,6.0,3.0,1.0,1.0,0.0,7.0,2024,3
333,Asturias,27.0,7.0,6.0,1.0,3.0,0.0,10.0,2024,3
407,"Balears, Illes",24.0,10.0,7.0,0.0,2.0,2.0,3.0,2024,3
639,Canarias,25.0,9.0,6.0,3.0,1.0,1.0,5.0,2024,3
538,Santa Cruz de Tenerife,10.0,3.0,1.0,1.0,1.0,1.0,3.0,2024,3
639,Cantabria,5.0,2.0,0.0,1.0,0.0,0.0,2.0,2024,3
705,Ávila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3
709,Burgos,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2024,3
724,León,9.0,3.0,1.0,0.0,1.0,2.0,2.0,2024,3
734,Palencia,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2024,3
737,Salamanca,7.0,5.0,1.0,0.0,0.0,0.0,1.0,2024,3
740,Segovia,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2024,3
742,Soria,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2024,3
747,Valladolid,15.0,4.0,1.0,3.0,3.0,2.0,2.0,2024,3
749,Zamora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,3
802,Albacete,15.0,5.0,5.0,2.0,2.0,0.0,1.0,2024,3
813,Ciudad Real,5.0,2.0,2.0,0.0,0.0,1.0,0.0,2024,3
816,Cuenca,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024,3
819,Guadalajara,7.0,1.0,2.0,2.0,0.0,1.0,1.0,2024,3
845,Toledo,6.0,2.0,2.0,0.0,0.0,0.0,2.0,2024,3
908,Barcelona,254.0,87.0,53.0,29.0,23.0,12.0,50.0,2024,3
917,Girona,25.0,12.0,4.0,0.0,3.0,0.0,6.0,2024,3
925,Lleida,7.0,0.0,1.0,2.0,0.0,0.0,4.0,2024,3
943,Tarragona,11.0,5.0,0.0,1.0,2.0,0.0,3.0,2024,3
734,Valencia,112.0,48.0,20.0,9.0,7.0,2.0,26.0,2024,3
1106,Badajoz,11.0,2.0,5.0,0.0,2.0,0.0,2.0,2024,3
1110,Cáceres,9.0,2.0,2.0,2.0,1.0,0.0,2.0,2024,3
1227,Lugo,9.0,1.0,1.0,1.0,3.0,1.0,2.0,2024,3
1232,Ourense,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2024,3
1236,Pontevedra,32.0,8.0,6.0,4.0,2.0,2.0,10.0,2024,3
1328,Madrid,183.0,62.0,35.0,28.0,22.0,9.0,27.0,2024,3
1430,Murcia,46.0,18.0,11.0,2.0,2.0,7.0,6.0,2024,3
1531,Navarra,7.0,0.0,1.0,1.0,2.0,1.0,2.0,2024,3
1601,Araba/Álava,11.0,2.0,2.0,3.0,2.0,0.0,2.0,2024,3
1648,Bizkaia,29.0,10.0,1.0,4.0,2.0,5.0,7.0,2024,3
1620,Gipuzkoa,22.0,5.0,6.0,0.0,1.0,3.0,7.0,2024,3
1851,Ceuta,,,,,,,,2024,3
1952,Melilla,,,,,,,,2024,3
104,Almería,10.0,3.0,2.0,2.0,1.0,1.0,1.0,2024,4
111,Cádiz,25.0,7.0,6.0,0.0,7.0,0.0,5.0,2024,4
114,Córdoba,12.0,5.0,1.0,5.0,0.0,0.0,1.0,2024,4
118,Granada,10.0,1.0,2.0,0.0,5.0,1.0,1.0,2024,4
121,Huelva,4.0,2.0,1.0,0.0,1.0,0.0,0.0,2024,4
123,Jaén,8.0,3.0,1.0,0.0,0.0,0.0,4.0,2024,4
129,Málaga,41.0,18.0,6.0,5.0,1.0,3.0,8.0,2024,4
141,Sevilla,56.0,31.0,9.0,5.0,2.0,2.0,7.0,2024,4
943,Aragón,24.0,4.0,4.0,4.0,1.0,2.0,9.0,2024,4
222,Huesca,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024,4
244,Teruel,4.0,1.0,0.0,2.0,0.0,0.0,1.0,2024,4
250,Zaragoza,19.0,3.0,4.0,2.0,1.0,2.0,7.0,2024,4
333,Asturias,23.0,6.0,7.0,3.0,3.0,1.0,3.0,2024,4
407,"Balears, Illes",9.0,2.0,3.0,2.0,0.0,1.0,1.0,2024,4
639,Canarias,40.0,13.0,9.0,6.0,5.0,2.0,5.0,2024,4
538,Santa Cruz de Tenerife,17.0,6.0,4.0,2.0,3.0,1.0,1.0,2024,4
639,Cantabria,12.0,1.0,3.0,2.0,3.0,0.0,3.0,2024,4
705,Ávila,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2024,4
709,Burgos,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2024,4
724,León,7.0,2.0,1.0,3.0,0.0,1.0,0.0,2024,4
734,Palencia,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2024,4
737,Salamanca,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2024,4
740,Segovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,4
742,Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,4
747,Valladolid,6.0,4.0,1.0,0.0,0.0,0.0,1.0,2024,4
749,Zamora,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024,4
802,Albacete,9.0,1.0,3.0,3.0,0.0,0.0,2.0,2024,4
813,Ciudad Real,8.0,1.0,3.0,0.0,2.0,0.0,2.0,2024,4
816,Cuenca,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2024,4
819,Guadalajara,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2024,4
845,Toledo,12.0,4.0,2.0,1.0,2.0,0.0,3.0,2024,4
908,Barcelona,308.0,128.0,56.0,22.0,24.0,15.0,63.0,2024,4
917,Girona,16.0,5.0,3.0,2.0,2.0,2.0,2.0,2024,4
925,Lleida,12.0,2.0,1.0,1.0,1.0,0.0,7.0,2024,4
943,Tarragona,15.0,8.0,2.0,0.0,3.0,0.0,2.0,2024,4
734,Valencia,91.0,33.0,15.0,16.0,7.0,4.0,16.0,2024,4
1106,Badajoz,10.0,5.0,1.0,1.0,0.0,1.0,2.0,2024,4
1110,Cáceres,9.0,3.0,2.0,0.0,1.0,0.0,3.0,2024,4
1227,Lugo,8.0,2.0,2.0,0.0,1.0,0.0,3.0,2024,4
1232,Ourense,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2024,4
1236,Pontevedra,21.0,6.0,7.0,2.0,2.0,1.0,3.0,2024,4
1328,Madrid,356.0,137.0,70.0,37.0,28.0,20.0,64.0,2024,4
1430,Murcia,46.0,19.0,7.0,7.0,3.0,3.0,7.0,2024,4
1531,Navarra,11.0,2.0,1.0,1.0,3.0,0.0,4.0,2024,4
1601,Araba/Álava,15.0,4.0,3.0,1.0,1.0,0.0,6.0,2024,4
1648,Bizkaia,34.0,11.0,2.0,5.0,4.0,2.0,10.0,2024,4
1620,Gipuzkoa,19.0,3.0,4.0,2.0,2.0,1.0,7.0,2024,4
1851,Ceuta,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2024,4
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,4
104,Almería,17.0,5.0,4.0,2.0,0.0,1.0,5.0,2025,1
111,Cádiz,18.0,8.0,4.0,1.0,0.0,0.0,5.0,2025,1
114,Córdoba,6.0,0.0,0.0,2.0,2.0,0.0,2.0,2025,1
118,Granada,21.0,7.0,5.0,2.0,2.0,2.0,3.0,2025,1
121,Huelva,6.0,3.0,2.0,1.0,0.0,0.0,0.0,2025,1
123,Jaén,5.0,0.0,1.0,2.0,1.0,0.0,1.0,2025,1
129,Málaga,42.0,24.0,12.0,3.0,0.0,1.0,2.0,2025,1
141,Sevilla,63.0,36.0,2.0,7.0,7.0,2.0,9.0,2025,1
943,Aragón,27.0,11.0,1.0,4.0,3.0,0.0,8.0,2025,1
222,Huesca,6.0,3.0,0.0,1.0,0.0,0.0,2.0,2025,1
244,Teruel,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2025,1
250,Zaragoza,20.0,7.0,1.0,3.0,3.0,0.0,6.0,2025,1
333,Asturias,31.0,12.0,9.0,0.0,0.0,1.0,9.0,2025,1
407,"Balears, Illes",39.0,7.0,6.0,1.0,9.0,8.0,8.0,2025,1
639,Canarias,28.0,10.0,7.0,3.0,1.0,1.0,6.0,2025,1
538,Santa Cruz de Tenerife,12.0,5.0,1.0,1.0,1.0,0.0,4.0,2025,1
639,Cantabria,10.0,4.0,3.0,0.0,0.0,0.0,3.0,2025,1
705,Ávila,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2025,1
709,Burgos,5.0,0.0,0.0,0.0,2.0,0.0,3.0,2025,1
724,León,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2025,1
734,Palencia,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2025,1
737,Salamanca,6.0,2.0,0.0,0.0,0.0,0.0,4.0,2025,1
740,Segovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,1
742,Soria,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2025,1
747,Valladolid,10.0,2.0,1.0,0.0,2.0,2.0,3.0,2025,1
749,Zamora,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2025,1
802,Albacete,12.0,3.0,5.0,2.0,0.0,0.0,2.0,2025,1
813,Ciudad Real,19.0,9.0,1.0,1.0,3.0,1.0,4.0,2025,1
816,Cuenca,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2025,1
819,Guadalajara,5.0,3.0,0.0,0.0,0.0,0.0,2.0,2025,1
845,Toledo,6.0,3.0,1.0,0.0,0.0,1.0,1.0,2025,1
908,Barcelona,386.0,169.0,76.0,38.0,26.0,21.0,56.0,2025,1
917,Girona,15.0,5.0,4.0,3.0,1.0,0.0,2.0,2025,1
925,Lleida,16.0,8.0,1.0,2.0,0.0,0.0,5.0,2025,1
943,Tarragona,33.0,14.0,8.0,1.0,3.0,2.0,5.0,2025,1
734,Valencia,84.0,28.0,17.0,11.0,5.0,5.0,18.0,2025,1
1106,Badajoz,22.0,7.0,2.0,7.0,1.0,0.0,5.0,2025,1
1110,Cáceres,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2025,1
1227,Lugo,14.0,3.0,2.0,2.0,1.0,3.0,3.0,2025,1
1232,Ourense,4.0,1.0,1.0,0.0,0.0,0.0,2.0,2025,1
1236,Pontevedra,15.0,6.0,2.0,0.0,3.0,1.0,3.0,2025,1
1328,Madrid,375.0,168.0,74.0,38.0,24.0,8.0,63.0,2025,1
1430,Murcia,63.0,24.0,13.0,7.0,2.0,1.0,16.0,2025,1
1531,Navarra,17.0,3.0,1.0,2.0,2.0,3.0,6.0,2025,1
1601,Araba/Álava,13.0,5.0,1.0,1.0,1.0,0.0,5.0,2025,1
1648,Bizkaia,49.0,19.0,5.0,2.0,8.0,0.0,15.0,2025,1
1620,Gipuzkoa,20.0,9.0,2.0,2.0,1.0,1.0,5.0,2025,1
1851,Ceuta,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2025,1
1952,Melilla,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2025,1
104,Almería,18.0,8.0,4.0,0.0,2.0,1.0,3.0,2025,2
111,Cádiz,13.0,2.0,5.0,2.0,2.0,0.0,2.0,2025,2
114,Córdoba,11.0,6.0,3.0,1.0,0.0,0.0,1.0,2025,2
118,Granada,14.0,5.0,3.0,1.0,1.0,0.0,4.0,2025,2
121,Huelva,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2025,2
123,Jaén,4.0,0.0,2.0,0.0,0.0,1.0,1.0,2025,2
129,Málaga,37.0,21.0,7.0,3.0,0.0,3.0,3.0,2025,2
141,Sevilla,36.0,11.0,9.0,9.0,1.0,3.0,3.0,2025,2
943,Aragón,24.0,9.0,4.0,3.0,2.0,1.0,5.0,2025,2
222,Huesca,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2025,2
244,Teruel,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2025,2
250,Zaragoza,18.0,6.0,3.0,1.0,2.0,1.0,5.0,2025,2
333,Asturias,20.0,8.0,2.0,2.0,2.0,1.0,5.0,2025,2
407,"Balears, Illes",30.0,16.0,3.0,1.0,3.0,2.0,5.0,2025,2
639,Canarias,23.0,14.0,2.0,1.0,0.0,1.0,5.0,2025,2
538,Santa Cruz de Tenerife,10.0,6.0,1.0,0.0,0.0,0.0,3.0,2025,2
639,Cantabria,4.0,0.0,1.0,1.0,0.0,0.0,2.0,2025,2
705,Ávila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,2
709,Burgos,5.0,0.0,0.0,2.0,1.0,0.0,2.0,2025,2
724,León,4.0,0.0,1.0,0.0,1.0,0.0,2.0,2025,2
734,Palencia,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2025,2
737,Salamanca,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2025,2
740,Segovia,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2025,2
742,Soria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2025,2
747,Valladolid,5.0,3.0,1.0,0.0,0.0,0.0,1.0,2025,2
749,Zamora,6.0,3.0,1.0,0.0,0.0,1.0,1.0,2025,2
802,Albacete,14.0,4.0,1.0,1.0,1.0,1.0,6.0,2025,2
813,Ciudad Real,9.0,3.0,2.0,0.0,1.0,1.0,2.0,2025,2
816,Cuenca,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2025,2
819,Guadalajara,7.0,4.0,1.0,0.0,0.0,1.0,1.0,2025,2
845,Toledo,16.0,6.0,3.0,1.0,0.0,3.0,3.0,2025,2
908,Barcelona,328.0,134.0,64.0,30.0,31.0,13.0,56.0,2025,2
917,Girona,19.0,8.0,4.0,2.0,0.0,1.0,4.0,2025,2
925,Lleida,13.0,4.0,4.0,1.0,0.0,1.0,3.0,2025,2
943,Tarragona,16.0,6.0,2.0,2.0,1.0,0.0,5.0,2025,2
734,Valencia,100.0,43.0,21.0,9.0,6.0,3.0,18.0,2025,2
1106,Badajoz,11.0,5.0,2.0,0.0,1.0,0.0,3.0,2025,2
1110,Cáceres,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2025,2
1227,Lugo,8.0,2.0,1.0,1.0,0.0,3.0,1.0,2025,2
1232,Ourense,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2025,2
1236,Pontevedra,36.0,13.0,10.0,2.0,2.0,0.0,9.0,2025,2
1328,Madrid,280.0,110.0,63.0,29.0,26.0,9.0,43.0,2025,2
1430,Murcia,41.0,18.0,8.0,1.0,4.0,3.0,7.0,2025,2
1531,Navarra,12.0,4.0,2.0,0.0,3.0,0.0,3.0,2025,2
1601,Araba/Álava,10.0,4.0,2.0,2.0,1.0,0.0,1.0,2025,2
1648,Bizkaia,42.0,13.0,4.0,6.0,2.0,4.0,13.0,2025,2
1620,Gipuzkoa,25.0,7.0,6.0,1.0,1.0,1.0,9.0,2025,2
1851,Ceuta,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2025,2
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,2
