Comunidades y Ciudades Autónomas;Subgrupos;Tipo de dato;Periodo;Total
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2013;1,4
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2012;1,5
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2011;2,3
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2010;5,7
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2009;1,2
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2008;3,3
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2007;2,9
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2006;1,9
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2005;3,2
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2004;0,2
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2003;0,4
14 Murcia, Región de;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2002;""
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2024;98,574
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2023;99,101
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2022;99,641
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2021;100
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2020;101,148
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2019;102,875
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2018;102,427
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2017;105,46
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2016;107,211
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2015;105,076
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2014;103,969
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2013;105,396
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2012;106,655
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2011;104,244
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2010;101,373
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2009;99,755
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2008;98,866
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2007;97,536
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2006;94,854
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2005;93,524
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2004;91,412
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2003;92,237
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Media anual;2002;90,846
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2024;-0,5
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2023;-0,5
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2022;-0,4
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2021;-1,1
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2020;-1,7
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2019;0,4
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2018;-2,9
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2017;-1,6
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2016;2
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2015;1,1
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2014;-1,4
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2013;-1,2
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2012;2,3
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2011;2,8
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2010;1,6
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2009;0,9
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2008;1,4
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2007;2,8
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2006;1,4
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2005;2,3
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2004;-0,9
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2003;1,5
14 Murcia, Región de;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2002;""
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2024;115,869
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2023;115,053
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2022;106,532
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2021;100
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2020;99,518
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2019;98,715
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2018;97,941
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2017;97,918
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2016;99,058
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2015;98,677
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2014;98,795
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2013;98,58
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2012;96,657
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2011;95,113
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2010;94,188
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2009;94,751
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2008;93,181
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2007;91,452
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2006;89,421
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2005;86,639
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2004;85,062
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2003;83,628
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2002;81,193
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2024;0,7
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2023;8
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2022;6,5
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2021;0,5
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2020;0,8
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2019;0,8
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2018;0
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2017;-1,2
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2016;0,4
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2015;-0,1
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2014;0,2
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2013;2
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2012;1,6
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2011;1
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2010;-0,6
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2009;1,7
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2008;1,9
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2007;2,3
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2006;3,2
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2005;1,9
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2004;1,7
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2003;3
14 Murcia, Región de;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2002;""
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2024;106,118
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2023;102,412
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2022;100,906
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2021;100
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2020;100,776
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2019;99,399
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2018;97,255
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2017;100,219
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2016;101,427
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2015;101,153
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2014;101,877
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2013;102,363
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2012;88,288
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2011;84,092
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2010;87,779
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2009;90,682
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2008;95,289
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2007;98,247
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2006;104,03
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2005;104,52
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2004;105,244
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2003;107,069
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Media anual;2002;106,118
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2024;3,6
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2023;1,5
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2022;0,9
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2021;-0,8
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2020;1,4
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2019;2,2
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2018;-3
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2017;-1,2
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2016;0,3
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2015;-0,7
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2014;-0,5
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2013;15,9
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2012;5
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2011;-4,2
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2010;-3,2
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2009;-4,8
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2008;-3
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2007;-5,6
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2006;-0,5
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2005;-0,7
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2004;-1,7
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2003;0,9
14 Murcia, Región de;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2002;""
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2024;107,712
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2023;105,558
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2022;102,185
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2021;100
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2020;99,519
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2019;98,708
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2018;97,499
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2017;96,526
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2016;93,649
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2015;93,333
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2014;92,602
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2013;92,827
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2012;92,853
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2011;94,772
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2010;93,472
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2009;92,202
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2008;91,31
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2007;89,126
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2006;87,056
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2005;84,366
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2004;81,953
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2003;79,201
14 Murcia, Región de;062 Servicios ambulatorios;Media anual;2002;73,317
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2024;2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2023;3,3
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2022;2,2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2021;0,5
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2020;0,8
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2019;1,2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2018;1
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2017;3,1
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2016;0,3
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2015;0,8
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2014;-0,2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2013;0
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2012;-2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2011;1,4
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2010;1,4
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2009;1
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2008;2,5
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2007;2,4
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2006;3,2
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2005;2,9
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2004;3,5
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2003;8
14 Murcia, Región de;062 Servicios ambulatorios;Variación de las medias anuales;2002;""
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2024;101,318
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2023;100,501
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2022;100,405
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2021;100
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2020;98,041
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2019;98,303
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2018;92,004
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2017;90,55
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2016;98,927
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2015;91,873
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2014;91,972
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2013;95,464
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2012;95,354
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2011;91,892
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2010;97,418
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2009;103,009
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2008;97,288
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2007;96,43
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2006;92,995
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2005;90,742
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2004;86,119
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2003;81,654
14 Murcia, Región de;063 Servicios hospitalarios;Media anual;2002;76,592
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2024;0,8
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2023;0,1
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2022;0,4
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2021;2
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2020;-0,3
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2019;6,8
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2018;1,6
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2017;-8,5
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2016;7,7
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2015;-0,1
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2014;-3,7
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2013;0,1
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2012;3,8
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2011;-5,7
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2010;-5,4
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2009;5,9
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2008;0,9
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2007;3,7
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2006;2,5
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2005;5,4
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2004;5,5
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2003;6,6
14 Murcia, Región de;063 Servicios hospitalarios;Variación de las medias anuales;2002;""
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2024;116,424
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2023;114,608
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2022;107,631
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2021;100
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2020;97,991
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2019;97,443
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2018;96,638
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2017;95,931
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2016;93,61
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2015;90,436
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2014;87,707
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2013;86,995
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2012;88,743
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2011;87,708
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2010;85,256
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2009;86,233
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2008;89,591
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2007;90,173
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2006;89,172
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2005;87,363
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2004;85,628
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2003;84,413
14 Murcia, Región de;071 Adquisición de vehículos;Media anual;2002;83,237
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2024;1,6
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2023;6,5
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2022;7,6
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2021;2,1
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2020;0,6
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2019;0,8
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2018;0,7
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2017;2,5
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2016;3,5
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2015;3,1
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2014;0,8
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2013;-2
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2012;1,2
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2011;2,9
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2010;-1,1
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2009;-3,7
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2008;-0,6
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2007;1,1
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2006;2,1
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2005;2
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2004;1,4
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2003;1,4
14 Murcia, Región de;071 Adquisición de vehículos;Variación de las medias anuales;2002;""
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2024;114,347
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2023;114,476
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2022;116,425
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2021;100
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2020;90,029
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2019;96,826
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2018;96,959
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2017;91,957
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2016;87,295
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2015;92,102
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2014;100,968
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2013;103,354
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2012;101,84
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2011;96,777
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2010;85,647
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2009;75,942
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2008;84,938
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2007;76,755
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2006;74,939
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2005;70,624
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2004;64,471
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2003;60,581
14 Murcia, Región de;072 Utilización de vehículos personales;Media anual;2002;59,255
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2024;-0,1
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2023;-1,7
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2022;16,4
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2021;11,1
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2020;-7
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2019;-0,1
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2018;5,4
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2017;5,3
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2016;-5,2
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2015;-8,8
14 Murcia, Región de;072 Utilización de vehículos personales;Variación de las medias anuales;2014;-2,3
