,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename
718,empresas,Cataluña,324,321,1,2,,88,7,229,2022_2T.xlsx
719,empresas,Barcelona,286,284,1,1,,72,4,210,2022_2T.xlsx
720,empresas,Girona,11,11,0,0,,7,1,3,2022_2T.xlsx
721,empresas,Lleida,8,8,0,0,,2,0,6,2022_2T.xlsx
722,empresas,Tarragona,19,18,0,1,,7,2,10,2022_2T.xlsx
723,empresas,Comunitat Valenciana,234,231,0,3,,42,14,178,2022_2T.xlsx
724,empresas,Alicante,57,57,0,0,,7,3,47,2022_2T.xlsx
725,empresas,Castellón,18,17,0,1,,9,0,9,2022_2T.xlsx
726,empresas,Valencia,159,157,0,2,,26,11,122,2022_2T.xlsx
727,empresas,Extremadura,8,8,0,0,,0,0,8,2022_2T.xlsx
728,empresas,Badajoz,4,4,0,0,,0,0,4,2022_2T.xlsx
729,empresas,Cáceres,4,4,0,0,,0,0,4,2022_2T.xlsx
730,empresas,Galicia,47,46,0,1,,37,2,8,2022_2T.xlsx
731,empresas,A Coruña,16,16,0,0,,13,1,2,2022_2T.xlsx
732,empresas,Lugo,14,14,0,0,,10,1,3,2022_2T.xlsx
733,empresas,Ourense,6,6,0,0,,5,0,1,2022_2T.xlsx
734,empresas,Pontevedra,11,10,0,1,,9,0,2,2022_2T.xlsx
735,empresas,Madrid,259,252,5,2,,44,9,206,2022_2T.xlsx
736,empresas,Murcia,28,28,0,0,,16,4,8,2022_2T.xlsx
737,empresas,Navarra,10,10,0,0,,6,1,3,2022_2T.xlsx
738,empresas,Pais Vasco,64,63,0,1,,34,3,27,2022_2T.xlsx
739,empresas,Araba/Álava,1,1,0,0,,1,0,0,2022_2T.xlsx
740,empresas,Bizkaia,42,41,0,1,,24,3,15,2022_2T.xlsx
741,empresas,Gipuzkoa,21,21,0,0,,9,0,12,2022_2T.xlsx
742,empresas,La Rioja,4,3,0,1,,1,0,3,2022_2T.xlsx
743,empresas,Ceuta y Melilla,3,3,0,0,,1,0,2,2022_2T.xlsx
744,fisica,Andalucía,222,44,0,178,,183,4,35,2022_3T.xlsx
745,fisica,Almería,14,3,0,11,,9,3,2,2022_3T.xlsx
746,fisica,Cádiz,19,4,0,15,,18,0,1,2022_3T.xlsx
747,fisica,Córdoba,16,1,0,15,,16,0,0,2022_3T.xlsx
748,fisica,Granada,30,13,0,17,,27,0,3,2022_3T.xlsx
749,fisica,Huelva,13,0,0,13,,7,0,6,2022_3T.xlsx
750,fisica,Jaén,13,2,0,11,,10,1,2,2022_3T.xlsx
751,fisica,Málaga,42,11,0,31,,37,0,5,2022_3T.xlsx
752,fisica,Sevilla,75,10,0,65,,59,0,16,2022_3T.xlsx
753,fisica,Aragón,107,25,0,82,,60,0,47,2022_3T.xlsx
754,fisica,Huesca,23,4,0,19,,15,0,8,2022_3T.xlsx
755,fisica,Teruel,4,1,0,3,,4,0,0,2022_3T.xlsx
756,fisica,Zaragoza,80,20,0,60,,41,0,39,2022_3T.xlsx
757,fisica,Asturias,55,19,0,36,,18,0,37,2022_3T.xlsx
758,fisica,"Balears, Illes",65,38,0,27,,61,0,4,2022_3T.xlsx
759,fisica,Canarias,71,21,1,49,,60,2,9,2022_3T.xlsx
760,fisica,Las Palmas de Gran Canaria,43,14,1,28,,38,2,3,2022_3T.xlsx
761,fisica,Santa Cruz de Tenerife,28,7,0,21,,22,0,6,2022_3T.xlsx
762,fisica,Cantabria,10,8,0,2,,10,0,0,2022_3T.xlsx
763,fisica,Castilla y León,79,38,2,39,,57,0,22,2022_3T.xlsx
764,fisica,Ávila,2,1,0,1,,1,0,1,2022_3T.xlsx
765,fisica,Burgos,6,0,0,6,,6,0,0,2022_3T.xlsx
766,fisica,León,21,14,0,7,,20,0,1,2022_3T.xlsx
767,fisica,Palencia,0,0,0,0,,0,0,0,2022_3T.xlsx
768,fisica,Salamanca,12,6,0,6,,4,0,8,2022_3T.xlsx
769,fisica,Segovia,6,0,1,5,,6,0,0,2022_3T.xlsx
770,fisica,Soria,3,1,1,1,,3,0,0,2022_3T.xlsx
771,fisica,Valladolid,29,16,0,13,,17,0,12,2022_3T.xlsx
772,fisica,Zamora,0,0,0,0,,0,0,0,2022_3T.xlsx
773,fisica,Castilla-La Mancha,83,17,3,63,,33,0,50,2022_3T.xlsx
774,fisica,Albacete,22,4,0,18,,12,0,10,2022_3T.xlsx
775,fisica,Ciudad Real,18,5,0,13,,7,0,11,2022_3T.xlsx
776,fisica,Cuenca,3,2,0,1,,0,0,3,2022_3T.xlsx
777,fisica,Guadalajara,21,3,0,18,,5,0,16,2022_3T.xlsx
778,fisica,Toledo,19,3,3,13,,9,0,10,2022_3T.xlsx
779,fisica,Cataluña,837,91,2,744,,761,0,76,2022_3T.xlsx
780,fisica,Barcelona,603,40,2,561,,575,0,28,2022_3T.xlsx
781,fisica,Girona,84,16,0,68,,41,0,43,2022_3T.xlsx
782,fisica,Lleida,90,28,0,62,,88,0,2,2022_3T.xlsx
783,fisica,Tarragona,60,7,0,53,,57,0,3,2022_3T.xlsx
784,fisica,Comunitat Valenciana,246,88,2,156,,190,1,55,2022_3T.xlsx
785,fisica,Alicante,81,32,1,48,,49,1,31,2022_3T.xlsx
786,fisica,Castellón,25,14,0,11,,25,0,0,2022_3T.xlsx
787,fisica,Valencia,140,42,1,97,,116,0,24,2022_3T.xlsx
788,fisica,Extremadura,27,18,0,9,,9,0,18,2022_3T.xlsx
789,fisica,Badajoz,16,7,0,9,,8,0,8,2022_3T.xlsx
790,fisica,Cáceres,11,11,0,0,,1,0,10,2022_3T.xlsx
791,fisica,Galicia,95,49,0,46,,77,0,18,2022_3T.xlsx
792,fisica,A Coruña,26,15,0,11,,14,0,12,2022_3T.xlsx
793,fisica,Lugo,20,8,0,12,,20,0,0,2022_3T.xlsx
794,fisica,Ourense,9,9,0,0,,7,0,2,2022_3T.xlsx
795,fisica,Pontevedra,40,17,0,23,,36,0,4,2022_3T.xlsx
796,fisica,Madrid,248,40,2,206,,202,0,46,2022_3T.xlsx
797,fisica,Murcia,71,46,0,25,,57,0,14,2022_3T.xlsx
798,fisica,Navarra,16,6,0,10,,3,0,13,2022_3T.xlsx
799,fisica,Pais Vasco,48,37,0,11,,33,0,15,2022_3T.xlsx
800,fisica,Araba/Álava,14,10,0,4,,14,0,0,2022_3T.xlsx
801,fisica,Bizkaia,13,12,0,1,,7,0,6,2022_3T.xlsx
802,fisica,Gipuzkoa,21,15,0,6,,12,0,9,2022_3T.xlsx
803,fisica,La Rioja,16,1,0,15,,3,0,13,2022_3T.xlsx
804,fisica,Ceuta y Melilla,2,1,0,1,,0,0,2,2022_3T.xlsx
805,fisica,Ceuta,2,1,0,1,,0,0,2,2022_3T.xlsx
806,fisica,Melilla,0,0,0,0,,0,0,0,2022_3T.xlsx
807,empresas,Andalucía,194,184,5,5,,75,34,85,2022_3T.xlsx
808,empresas,Almería,20,19,1,0,,2,9,9,2022_3T.xlsx
809,empresas,Cádiz,17,16,1,0,,13,0,4,2022_3T.xlsx
810,empresas,Córdoba,25,24,1,0,,1,9,15,2022_3T.xlsx
811,empresas,Granada,21,17,0,4,,9,2,10,2022_3T.xlsx
812,empresas,Huelva,13,13,0,0,,4,0,9,2022_3T.xlsx
813,empresas,Jaén,9,8,1,0,,5,1,3,2022_3T.xlsx
814,empresas,Málaga,37,36,0,1,,12,11,14,2022_3T.xlsx
815,empresas,Sevilla,52,51,1,0,,29,2,21,2022_3T.xlsx
816,empresas,Aragón,52,51,0,1,,17,4,31,2022_3T.xlsx
817,empresas,Huesca,5,5,0,0,,2,1,2,2022_3T.xlsx
818,empresas,Teruel,1,1,0,0,,0,0,1,2022_3T.xlsx
819,empresas,Zaragoza,46,45,0,1,,15,3,28,2022_3T.xlsx
820,empresas,Asturias,29,29,0,0,,11,0,18,2022_3T.xlsx
821,empresas,"Balears, Illes",26,25,1,0,,20,1,5,2022_3T.xlsx
822,empresas,Canarias,28,27,1,0,,18,0,10,2022_3T.xlsx
823,empresas,Las Palmas de Gran Canaria,15,14,1,0,,8,0,7,2022_3T.xlsx
824,empresas,Santa Cruz de Tenerife,13,13,0,0,,10,0,3,2022_3T.xlsx
825,empresas,Cantabria,11,11,0,0,,5,0,6,2022_3T.xlsx
826,empresas,Castilla y León,42,40,1,1,,17,4,21,2022_3T.xlsx
827,empresas,Ávila,0,0,0,0,,0,0,0,2022_3T.xlsx
828,empresas,Burgos,4,4,0,0,,1,0,3,2022_3T.xlsx
829,empresas,León,6,6,0,0,,1,2,3,2022_3T.xlsx
830,empresas,Palencia,4,4,0,0,,3,0,1,2022_3T.xlsx
831,empresas,Salamanca,5,5,0,0,,0,2,3,2022_3T.xlsx
832,empresas,Segovia,7,6,0,1,,5,0,2,2022_3T.xlsx
833,empresas,Soria,1,1,0,0,,0,0,1,2022_3T.xlsx
834,empresas,Valladolid,15,14,1,0,,7,0,8,2022_3T.xlsx
835,empresas,Zamora,0,0,0,0,,0,0,0,2022_3T.xlsx
836,empresas,Castilla-La Mancha,47,46,0,1,,13,1,33,2022_3T.xlsx
837,empresas,Albacete,16,16,0,0,,6,0,10,2022_3T.xlsx
838,empresas,Ciudad Real,3,3,0,0,,0,0,3,2022_3T.xlsx
839,empresas,Cuenca,7,7,0,0,,0,1,6,2022_3T.xlsx
840,empresas,Guadalajara,4,3,0,1,,2,0,2,2022_3T.xlsx
841,empresas,Toledo,17,17,0,0,,5,0,12,2022_3T.xlsx
842,empresas,Cataluña,452,446,3,3,,121,4,327,2022_3T.xlsx
843,empresas,Barcelona,368,366,0,2,,88,3,277,2022_3T.xlsx
844,empresas,Girona,38,35,3,0,,14,1,23,2022_3T.xlsx
845,empresas,Lleida,31,31,0,0,,9,0,22,2022_3T.xlsx
846,empresas,Tarragona,15,14,0,1,,10,0,5,2022_3T.xlsx
847,empresas,Comunitat Valenciana,264,261,3,0,,50,12,202,2022_3T.xlsx
848,empresas,Alicante,75,75,0,0,,17,4,54,2022_3T.xlsx
849,empresas,Castellón,24,24,0,0,,8,1,15,2022_3T.xlsx
850,empresas,Valencia,165,162,3,0,,25,7,133,2022_3T.xlsx
851,empresas,Extremadura,25,25,0,0,,6,1,18,2022_3T.xlsx
852,empresas,Badajoz,13,13,0,0,,6,1,6,2022_3T.xlsx
853,empresas,Cáceres,12,12,0,0,,0,0,12,2022_3T.xlsx
854,empresas,Galicia,59,55,4,0,,36,0,23,2022_3T.xlsx
855,empresas,A Coruña,21,21,0,0,,11,0,10,2022_3T.xlsx
856,empresas,Lugo,21,18,3,0,,13,0,8,2022_3T.xlsx
857,empresas,Ourense,0,0,0,0,,0,0,0,2022_3T.xlsx
858,empresas,Pontevedra,17,16,1,0,,12,0,5,2022_3T.xlsx
859,empresas,Madrid,455,451,2,2,,54,9,392,2022_3T.xlsx
860,empresas,Murcia,51,46,3,2,,27,6,18,2022_3T.xlsx
861,empresas,Navarra,10,10,0,0,,2,0,8,2022_3T.xlsx
862,empresas,Pais Vasco,100,99,1,0,,48,8,44,2022_3T.xlsx
863,empresas,Araba/Álava,17,17,0,0,,7,0,10,2022_3T.xlsx
864,empresas,Bizkaia,55,55,0,0,,31,5,19,2022_3T.xlsx
865,empresas,Gipuzkoa,28,27,1,0,,10,3,15,2022_3T.xlsx
866,empresas,La Rioja,8,8,0,0,,2,0,6,2022_3T.xlsx
867,empresas,Ceuta y Melilla,0,0,0,0,,0,0,0,2022_3T.xlsx
868,fisica,Andalucía,671,393,3,275,,231,36,404,2022_4T.xlsx
869,fisica,Almería,71,52,2,17,,19,13,39,2022_4T.xlsx
870,fisica,Cádiz,103,69,1,33,,36,5,62,2022_4T.xlsx
871,fisica,Córdoba,49,21,0,28,,18,0,31,2022_4T.xlsx
872,fisica,Granada,80,54,0,26,,40,3,37,2022_4T.xlsx
873,fisica,Huelva,40,21,0,19,,11,1,28,2022_4T.xlsx
874,fisica,Jaén,21,4,0,17,,15,1,5,2022_4T.xlsx
875,fisica,Málaga,117,79,0,38,,41,3,73,2022_4T.xlsx
876,fisica,Sevilla,190,93,0,97,,51,10,129,2022_4T.xlsx
877,fisica,Aragón,189,143,1,45,,87,0,102,2022_4T.xlsx
878,fisica,Huesca,30,20,0,10,,24,0,6,2022_4T.xlsx
879,fisica,Teruel,3,3,0,0,,2,0,1,2022_4T.xlsx
880,fisica,Zaragoza,156,120,1,35,,61,0,95,2022_4T.xlsx
881,fisica,Asturias,157,131,2,24,,50,1,106,2022_4T.xlsx
882,fisica,"Balears, Illes",177,143,2,32,,110,2,65,2022_4T.xlsx
883,fisica,Canarias,246,83,0,163,,129,1,116,2022_4T.xlsx
884,fisica,Las Palmas de Gran Canaria,197,67,0,130,,100,1,96,2022_4T.xlsx
885,fisica,Santa Cruz de Tenerife,49,16,0,33,,29,0,20,2022_4T.xlsx
886,fisica,Cantabria,74,68,0,6,,40,0,34,2022_4T.xlsx
887,fisica,Castilla y León,202,166,0,36,,98,3,101,2022_4T.xlsx
888,fisica,Ávila,11,11,0,0,,0,0,11,2022_4T.xlsx
889,fisica,Burgos,22,18,0,4,,14,0,8,2022_4T.xlsx
890,fisica,León,26,20,0,6,,17,0,9,2022_4T.xlsx
891,fisica,Palencia,4,3,0,1,,1,0,3,2022_4T.xlsx
892,fisica,Salamanca,38,36,0,2,,9,0,29,2022_4T.xlsx
893,fisica,Segovia,13,10,0,3,,3,0,10,2022_4T.xlsx
894,fisica,Soria,13,9,0,4,,11,2,0,2022_4T.xlsx
895,fisica,Valladolid,73,58,0,15,,43,1,29,2022_4T.xlsx
896,fisica,Zamora,2,1,0,1,,0,0,2,2022_4T.xlsx
897,fisica,Castilla-La Mancha,184,144,6,34,,88,2,94,2022_4T.xlsx
898,fisica,Albacete,71,69,0,2,,16,0,55,2022_4T.xlsx
899,fisica,Ciudad Real,2,0,0,2,,2,0,0,2022_4T.xlsx
900,fisica,Cuenca,10,6,0,4,,9,0,1,2022_4T.xlsx
901,fisica,Guadalajara,64,44,0,20,,41,0,23,2022_4T.xlsx
902,fisica,Toledo,37,25,6,6,,20,2,15,2022_4T.xlsx
903,fisica,Cataluña,1518,894,4,620,,714,2,802,2022_4T.xlsx
904,fisica,Barcelona,1204,679,2,523,,620,1,583,2022_4T.xlsx
905,fisica,Girona,200,130,0,70,,33,0,167,2022_4T.xlsx
906,fisica,Lleida,97,81,2,14,,50,1,46,2022_4T.xlsx
907,fisica,Tarragona,17,4,0,13,,11,0,6,2022_4T.xlsx
908,fisica,Comunitat Valenciana,688,557,1,130,,258,10,420,2022_4T.xlsx
909,fisica,Alicante,216,175,0,41,,76,6,134,2022_4T.xlsx
910,fisica,Castellón,81,69,0,12,,43,2,36,2022_4T.xlsx
911,fisica,Valencia,391,313,1,77,,139,2,250,2022_4T.xlsx
912,fisica,Extremadura,77,71,0,6,,30,0,47,2022_4T.xlsx
913,fisica,Badajoz,63,57,0,6,,28,0,35,2022_4T.xlsx
914,fisica,Cáceres,14,14,0,0,,2,0,12,2022_4T.xlsx
915,fisica,Galicia,220,153,1,66,,82,0,138,2022_4T.xlsx
916,fisica,A Coruña,99,72,0,27,,17,0,82,2022_4T.xlsx
917,fisica,Lugo,38,27,0,11,,22,0,16,2022_4T.xlsx
918,fisica,Ourense,15,14,0,1,,3,0,12,2022_4T.xlsx
919,fisica,Pontevedra,68,40,1,27,,40,0,28,2022_4T.xlsx
920,fisica,Madrid,875,501,2,372,,334,45,496,2022_4T.xlsx
921,fisica,Murcia,242,195,1,46,,104,2,136,2022_4T.xlsx
922,fisica,Navarra,29,14,0,15,,8,0,21,2022_4T.xlsx
923,fisica,Pais Vasco,142,122,0,20,,60,2,80,2022_4T.xlsx
924,fisica,Araba/Álava,22,14,0,8,,10,0,12,2022_4T.xlsx
925,fisica,Bizkaia,74,66,0,8,,29,0,45,2022_4T.xlsx
926,fisica,Gipuzkoa,46,42,0,4,,21,2,23,2022_4T.xlsx
927,fisica,La Rioja,31,29,0,2,,8,0,23,2022_4T.xlsx
928,fisica,Ceuta y Melilla,13,4,0,9,,2,0,11,2022_4T.xlsx
929,fisica,Ceuta,11,2,0,9,,2,0,9,2022_4T.xlsx
930,fisica,Melilla,2,2,0,0,,0,0,2,2022_4T.xlsx
931,empresas,Andalucía,190,179,8,3,,32,87,71,2022_4T.xlsx
932,empresas,Almería,22,20,2,0,,1,5,16,2022_4T.xlsx
933,empresas,Cádiz,29,29,0,0,,7,10,12,2022_4T.xlsx
934,empresas,Córdoba,11,8,3,0,,2,4,5,2022_4T.xlsx
935,empresas,Granada,16,14,1,1,,4,5,7,2022_4T.xlsx
936,empresas,Huelva,9,9,0,0,,1,3,5,2022_4T.xlsx
937,empresas,Jaén,6,6,0,0,,2,1,3,2022_4T.xlsx
938,empresas,Málaga,32,31,0,1,,4,14,14,2022_4T.xlsx
939,empresas,Sevilla,65,62,2,1,,11,45,9,2022_4T.xlsx
940,empresas,Aragón,34,33,1,0,,14,0,20,2022_4T.xlsx
941,empresas,Huesca,2,2,0,0,,2,0,0,2022_4T.xlsx
942,empresas,Teruel,1,1,0,0,,1,0,0,2022_4T.xlsx
943,empresas,Zaragoza,31,30,1,0,,11,0,20,2022_4T.xlsx
944,empresas,Asturias,23,22,1,0,,4,6,13,2022_4T.xlsx
945,empresas,"Balears, Illes",24,22,2,0,,15,2,7,2022_4T.xlsx
946,empresas,Canarias,31,28,1,2,,17,2,12,2022_4T.xlsx
947,empresas,Las Palmas de Gran Canaria,16,15,0,1,,9,2,5,2022_4T.xlsx
948,empresas,Santa Cruz de Tenerife,15,13,1,1,,8,0,7,2022_4T.xlsx
949,empresas,Cantabria,8,8,0,0,,3,0,5,2022_4T.xlsx
950,empresas,Castilla y León,49,44,3,2,,18,14,17,2022_4T.xlsx
951,empresas,Ávila,2,2,0,0,,0,0,2,2022_4T.xlsx
952,empresas,Burgos,14,12,1,1,,6,4,4,2022_4T.xlsx
953,empresas,León,5,3,2,0,,5,0,0,2022_4T.xlsx
954,empresas,Palencia,2,2,0,0,,0,2,0,2022_4T.xlsx
955,empresas,Salamanca,9,9,0,0,,2,6,1,2022_4T.xlsx
956,empresas,Segovia,3,2,0,1,,1,0,2,2022_4T.xlsx
957,empresas,Soria,2,2,0,0,,1,0,1,2022_4T.xlsx
958,empresas,Valladolid,10,10,0,0,,1,2,7,2022_4T.xlsx
959,empresas,Zamora,2,2,0,0,,2,0,0,2022_4T.xlsx
960,empresas,Castilla-La Mancha,42,37,1,4,,18,1,23,2022_4T.xlsx
961,empresas,Albacete,14,13,0,1,,8,0,6,2022_4T.xlsx
962,empresas,Ciudad Real,0,0,0,0,,0,0,0,2022_4T.xlsx
963,empresas,Cuenca,2,2,0,0,,2,0,0,2022_4T.xlsx
964,empresas,Guadalajara,8,7,0,1,,3,0,5,2022_4T.xlsx
965,empresas,Toledo,18,15,1,2,,5,1,12,2022_4T.xlsx
966,empresas,Cataluña,306,299,6,1,,106,4,196,2022_4T.xlsx
967,empresas,Barcelona,261,258,3,0,,77,3,181,2022_4T.xlsx
968,empresas,Girona,16,13,2,1,,10,0,6,2022_4T.xlsx
969,empresas,Lleida,22,21,1,0,,14,0,8,2022_4T.xlsx
970,empresas,Tarragona,7,7,0,0,,5,1,1,2022_4T.xlsx
971,empresas,Comunitat Valenciana,259,251,6,2,,48,33,178,2022_4T.xlsx
972,empresas,Alicante,83,78,5,0,,16,13,54,2022_4T.xlsx
973,empresas,Castellón,32,31,0,1,,4,9,19,2022_4T.xlsx
974,empresas,Valencia,144,142,1,1,,28,11,105,2022_4T.xlsx
975,empresas,Extremadura,15,15,0,0,,5,0,10,2022_4T.xlsx
976,empresas,Badajoz,10,10,0,0,,4,0,6,2022_4T.xlsx
977,empresas,Cáceres,5,5,0,0,,1,0,4,2022_4T.xlsx
978,empresas,Galicia,61,59,2,0,,18,17,26,2022_4T.xlsx
979,empresas,A Coruña,31,30,1,0,,8,8,15,2022_4T.xlsx
980,empresas,Lugo,9,9,0,0,,6,0,3,2022_4T.xlsx
981,empresas,Ourense,2,2,0,0,,0,2,0,2022_4T.xlsx
982,empresas,Pontevedra,19,18,1,0,,4,7,8,2022_4T.xlsx
983,empresas,Madrid,458,449,8,1,,38,79,341,2022_4T.xlsx
984,empresas,Murcia,40,33,2,5,,15,10,15,2022_4T.xlsx
985,empresas,Navarra,5,5,0,0,,0,0,5,2022_4T.xlsx
986,empresas,Pais Vasco,64,64,0,0,,7,26,31,2022_4T.xlsx
987,empresas,Araba/Álava,8,8,0,0,,3,0,5,2022_4T.xlsx
988,empresas,Bizkaia,37,37,0,0,,4,17,16,2022_4T.xlsx
989,empresas,Gipuzkoa,19,19,0,0,,0,9,10,2022_4T.xlsx
990,empresas,La Rioja,3,3,0,0,,3,0,0,2022_4T.xlsx
991,empresas,Ceuta y Melilla,1,1,0,0,,0,0,1,2022_4T.xlsx
992,fisica,Andalucía,816,709,3,104,,282,2,532,2023_1T.xlsx
993,fisica,Almería,88,76,2,10,,25,0,63,2023_1T.xlsx
994,fisica,Cádiz,61,55,0,6,,34,0,27,2023_1T.xlsx
995,fisica,Córdoba,40,33,0,7,,7,0,33,2023_1T.xlsx
996,fisica,Granada,106,101,0,5,,49,0,57,2023_1T.xlsx
997,fisica,Huelva,23,22,0,1,,4,0,19,2023_1T.xlsx
998,fisica,Jaén,44,37,1,6,,27,0,17,2023_1T.xlsx
999,fisica,Málaga,93,83,0,10,,20,1,72,2023_1T.xlsx
1000,fisica,Sevilla,361,302,0,59,,116,1,244,2023_1T.xlsx
1001,fisica,Aragón,218,204,0,14,,66,0,152,2023_1T.xlsx
1002,fisica,Huesca,23,18,0,5,,9,0,14,2023_1T.xlsx
1003,fisica,Teruel,12,11,0,1,,5,0,7,2023_1T.xlsx
1004,fisica,Zaragoza,183,175,0,8,,52,0,131,2023_1T.xlsx
1005,fisica,Asturias,140,134,0,6,,19,0,121,2023_1T.xlsx
1006,fisica,"Balears, Illes",237,220,0,17,,53,0,184,2023_1T.xlsx
1007,fisica,Canarias,214,189,0,25,,22,0,192,2023_1T.xlsx
1008,fisica,Las Palmas de Gran Canaria,150,129,0,21,,9,0,141,2023_1T.xlsx
1009,fisica,Santa Cruz de Tenerife,64,60,0,4,,13,0,51,2023_1T.xlsx
1010,fisica,Cantabria,26,25,0,1,,10,0,16,2023_1T.xlsx
1011,fisica,Castilla y León,149,138,1,10,,61,0,88,2023_1T.xlsx
1012,fisica,Ávila,6,6,0,0,,0,0,6,2023_1T.xlsx
1013,fisica,Burgos,35,33,1,1,,9,0,26,2023_1T.xlsx
1014,fisica,León,19,19,0,0,,8,0,11,2023_1T.xlsx
1015,fisica,Palencia,1,1,0,0,,1,0,0,2023_1T.xlsx
1016,fisica,Salamanca,37,36,0,1,,8,0,29,2023_1T.xlsx
1017,fisica,Segovia,2,2,0,0,,2,0,0,2023_1T.xlsx
1018,fisica,Soria,15,14,0,1,,13,0,2,2023_1T.xlsx
1019,fisica,Valladolid,28,23,0,5,,16,0,12,2023_1T.xlsx
1020,fisica,Zamora,6,4,0,2,,4,0,2,2023_1T.xlsx
1021,fisica,Castilla-La Mancha,99,91,1,7,,20,0,79,2023_1T.xlsx
1022,fisica,Albacete,14,14,0,0,,0,0,14,2023_1T.xlsx
1023,fisica,Ciudad Real,9,6,0,3,,2,0,7,2023_1T.xlsx
1024,fisica,Cuenca,7,7,0,0,,1,0,6,2023_1T.xlsx
1025,fisica,Guadalajara,19,16,0,3,,14,0,5,2023_1T.xlsx
1026,fisica,Toledo,50,48,1,1,,3,0,47,2023_1T.xlsx
1027,fisica,Cataluña,1598,1278,2,318,,578,0,1020,2023_1T.xlsx
1028,fisica,Barcelona,1253,976,2,275,,452,0,801,2023_1T.xlsx
1029,fisica,Girona,89,75,0,14,,27,0,62,2023_1T.xlsx
1030,fisica,Lleida,127,123,0,4,,49,0,78,2023_1T.xlsx
1031,fisica,Tarragona,129,104,0,25,,50,0,79,2023_1T.xlsx
1032,fisica,Comunitat Valenciana,714,670,1,43,,142,0,572,2023_1T.xlsx
1033,fisica,Alicante,213,210,0,3,,31,0,182,2023_1T.xlsx
1034,fisica,Castellón,69,67,0,2,,22,0,47,2023_1T.xlsx
1035,fisica,Valencia,432,393,1,38,,89,0,343,2023_1T.xlsx
1036,fisica,Extremadura,45,43,0,2,,18,0,27,2023_1T.xlsx
1037,fisica,Badajoz,45,43,0,2,,18,0,27,2023_1T.xlsx
1038,fisica,Cáceres,0,0,0,0,,0,0,0,2023_1T.xlsx
1039,fisica,Galicia,171,150,0,21,,48,0,123,2023_1T.xlsx
1040,fisica,A Coruña,46,37,0,9,,5,0,41,2023_1T.xlsx
1041,fisica,Lugo,28,22,0,6,,18,0,10,2023_1T.xlsx
1042,fisica,Ourense,11,11,0,0,,1,0,10,2023_1T.xlsx
1043,fisica,Pontevedra,86,80,0,6,,24,0,62,2023_1T.xlsx
1044,fisica,Madrid,692,558,3,131,,181,0,511,2023_1T.xlsx
1045,fisica,Murcia,203,192,0,11,,48,1,154,2023_1T.xlsx
1046,fisica,Navarra,16,15,0,1,,2,0,14,2023_1T.xlsx
1047,fisica,Pais Vasco,103,95,1,7,,26,0,77,2023_1T.xlsx
1048,fisica,Araba/Álava,11,11,0,0,,0,0,11,2023_1T.xlsx
1049,fisica,Bizkaia,22,21,1,0,,6,0,16,2023_1T.xlsx
1050,fisica,Gipuzkoa,70,63,0,7,,20,0,50,2023_1T.xlsx
1051,fisica,La Rioja,12,12,0,0,,1,0,11,2023_1T.xlsx
1052,fisica,Ceuta y Melilla,19,11,0,8,,2,0,17,2023_1T.xlsx
1053,fisica,Ceuta,15,9,0,6,,0,0,15,2023_1T.xlsx
1054,fisica,Melilla,4,2,0,2,,2,0,2,2023_1T.xlsx
1055,empresas,Andalucía,109,101,6,2,,56,2,51,2023_1T.xlsx
1056,empresas,Almería,9,9,0,0,,4,0,5,2023_1T.xlsx
1057,empresas,Cádiz,7,7,0,0,,4,0,3,2023_1T.xlsx
1058,empresas,Córdoba,11,11,0,0,,2,0,9,2023_1T.xlsx
1059,empresas,Granada,10,8,2,0,,5,0,5,2023_1T.xlsx
1060,empresas,Huelva,4,4,0,0,,1,0,3,2023_1T.xlsx
1061,empresas,Jaén,5,5,0,0,,1,0,4,2023_1T.xlsx
1062,empresas,Málaga,17,16,0,1,,8,1,8,2023_1T.xlsx
1063,empresas,Sevilla,46,41,4,1,,31,1,14,2023_1T.xlsx
1064,empresas,Aragón,45,42,2,1,,22,2,21,2023_1T.xlsx
1065,empresas,Huesca,4,3,0,1,,2,0,2,2023_1T.xlsx
1066,empresas,Teruel,5,5,0,0,,2,0,3,2023_1T.xlsx
1067,empresas,Zaragoza,36,34,2,0,,18,2,16,2023_1T.xlsx
1068,empresas,Asturias,18,18,0,0,,8,0,10,2023_1T.xlsx
1069,empresas,"Balears, Illes",26,24,1,1,,14,0,12,2023_1T.xlsx
1070,empresas,Canarias,25,23,2,0,,12,0,13,2023_1T.xlsx
1071,empresas,Las Palmas de Gran Canaria,15,13,2,0,,8,0,7,2023_1T.xlsx
1072,empresas,Santa Cruz de Tenerife,10,10,0,0,,4,0,6,2023_1T.xlsx
1073,empresas,Cantabria,4,4,0,0,,1,0,3,2023_1T.xlsx
1074,empresas,Castilla y León,31,28,1,2,,20,1,10,2023_1T.xlsx
1075,empresas,Ávila,2,2,0,0,,1,0,1,2023_1T.xlsx
1076,empresas,Burgos,9,7,0,2,,7,0,2,2023_1T.xlsx
1077,empresas,León,2,1,1,0,,2,0,0,2023_1T.xlsx
1078,empresas,Palencia,1,1,0,0,,1,0,0,2023_1T.xlsx
1079,empresas,Salamanca,7,7,0,0,,3,1,3,2023_1T.xlsx
