,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename
1789,fisica,Pontevedra,100,100,0,0,,13,1,86,2024_3T.xlsx
1790,fisica,Madrid,1019,1005,0,14,,93,8,918,2024_3T.xlsx
1791,fisica,Murcia,506,506,0,0,,27,3,476,2024_3T.xlsx
1792,fisica,Navarra,56,56,0,0,,6,0,50,2024_3T.xlsx
1793,fisica,Pais Vasco,164,164,0,0,,16,0,148,2024_3T.xlsx
1794,fisica,Araba/Álava,43,43,0,0,,2,0,41,2024_3T.xlsx
1795,fisica,Bizkaia,64,64,0,0,,9,0,55,2024_3T.xlsx
1796,fisica,Gipuzkoa,57,57,0,0,,5,0,52,2024_3T.xlsx
1797,fisica,La Rioja,44,44,0,0,,3,0,41,2024_3T.xlsx
1798,fisica,Ceuta y Melilla,32,30,0,2,,0,0,32,2024_3T.xlsx
1799,fisica,Ceuta,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,2024_3T.xlsx
1800,fisica,Melilla,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,2024_3T.xlsx
1801,empresas,Andalucía,155,151,4,0,,66,15,74,2024_3T.xlsx
1802,empresas,Almería,8,7,1,0,,5,0,3,2024_3T.xlsx
1803,empresas,Cádiz,19,19,0,0,,9,0,10,2024_3T.xlsx
1804,empresas,Córdoba,16,15,1,0,,4,0,12,2024_3T.xlsx
1805,empresas,Granada,13,13,0,0,,5,1,7,2024_3T.xlsx
1806,empresas,Huelva,9,9,0,0,,3,5,1,2024_3T.xlsx
1807,empresas,Jaén,12,12,0,0,,4,4,4,2024_3T.xlsx
1808,empresas,Málaga,24,22,2,0,,8,4,12,2024_3T.xlsx
1809,empresas,Sevilla,54,54,0,0,,28,1,25,2024_3T.xlsx
1810,empresas,Aragón,22,22,0,0,,12,1,9,2024_3T.xlsx
1811,empresas,Huesca,3,3,0,0,,1,1,1,2024_3T.xlsx
1812,empresas,Teruel,1,1,0,0,,0,0,1,2024_3T.xlsx
1813,empresas,Zaragoza,18,18,0,0,,11,0,7,2024_3T.xlsx
1814,empresas,Asturias,27,27,0,0,,6,5,16,2024_3T.xlsx
1815,empresas,"Balears, Illes",24,21,3,0,,12,1,11,2024_3T.xlsx
1816,empresas,Canarias,25,25,0,0,,7,10,8,2024_3T.xlsx
1817,empresas,Las Palmas de Gran Canaria,15,15,0,0,,3,9,3,2024_3T.xlsx
1818,empresas,Santa Cruz de Tenerife,10,10,0,0,,4,1,5,2024_3T.xlsx
1819,empresas,Cantabria,5,5,0,0,,2,1,2,2024_3T.xlsx
1820,empresas,Castilla y León,41,41,0,0,,11,12,18,2024_3T.xlsx
1821,empresas,Ávila,0,0,0,0,,0,0,0,2024_3T.xlsx
1822,empresas,Burgos,3,3,0,0,,1,0,2,2024_3T.xlsx
1823,empresas,León,9,9,0,0,,1,5,3,2024_3T.xlsx
1824,empresas,Palencia,2,2,0,0,,1,0,1,2024_3T.xlsx
1825,empresas,Salamanca,7,7,0,0,,1,0,6,2024_3T.xlsx
1826,empresas,Segovia,3,3,0,0,,0,3,0,2024_3T.xlsx
1827,empresas,Soria,2,2,0,0,,2,0,0,2024_3T.xlsx
1828,empresas,Valladolid,15,15,0,0,,5,4,6,2024_3T.xlsx
1829,empresas,Zamora,0,0,0,0,,0,0,0,2024_3T.xlsx
1830,empresas,Castilla-La Mancha,34,32,2,0,,2,1,31,2024_3T.xlsx
1831,empresas,Albacete,15,13,2,0,,0,0,15,2024_3T.xlsx
1832,empresas,Ciudad Real,5,5,0,0,,1,0,4,2024_3T.xlsx
1833,empresas,Cuenca,1,1,0,0,,0,0,1,2024_3T.xlsx
1834,empresas,Guadalajara,7,7,0,0,,0,1,6,2024_3T.xlsx
1835,empresas,Toledo,6,6,0,0,,1,0,5,2024_3T.xlsx
1836,empresas,Cataluña,297,294,3,0,,65,18,214,2024_3T.xlsx
1837,empresas,Barcelona,254,251,3,0,,56,17,181,2024_3T.xlsx
1838,empresas,Girona,25,25,0,0,,0,0,25,2024_3T.xlsx
1839,empresas,Lleida,7,7,0,0,,3,0,4,2024_3T.xlsx
1840,empresas,Tarragona,11,11,0,0,,6,1,4,2024_3T.xlsx
1841,empresas,Comunitat Valenciana,165,163,2,0,,34,65,66,2024_3T.xlsx
1842,empresas,Alicante,43,43,0,0,,6,8,29,2024_3T.xlsx
1843,empresas,Castellón,10,10,0,0,,2,2,6,2024_3T.xlsx
1844,empresas,Valencia,112,110,2,0,,26,55,31,2024_3T.xlsx
1845,empresas,Extremadura,20,20,0,0,,4,5,11,2024_3T.xlsx
1846,empresas,Badajoz,11,11,0,0,,3,5,3,2024_3T.xlsx
1847,empresas,Cáceres,9,9,0,0,,1,0,8,2024_3T.xlsx
1848,empresas,Galicia,71,70,1,0,,25,4,42,2024_3T.xlsx
1849,empresas,A Coruña,26,25,1,0,,6,2,18,2024_3T.xlsx
1850,empresas,Lugo,9,9,0,0,,3,1,5,2024_3T.xlsx
1851,empresas,Ourense,4,4,0,0,,2,0,2,2024_3T.xlsx
1852,empresas,Pontevedra,32,32,0,0,,14,1,17,2024_3T.xlsx
1853,empresas,Madrid,183,181,2,0,,57,86,40,2024_3T.xlsx
1854,empresas,Murcia,46,45,1,0,,8,12,26,2024_3T.xlsx
1855,empresas,Navarra,7,6,1,0,,6,0,1,2024_3T.xlsx
1856,empresas,Pais Vasco,62,62,0,0,,14,19,29,2024_3T.xlsx
1857,empresas,Araba/Álava,11,11,0,0,,5,2,4,2024_3T.xlsx
1858,empresas,Bizkaia,29,29,0,0,,5,13,11,2024_3T.xlsx
1859,empresas,Gipuzkoa,22,22,0,0,,4,4,14,2024_3T.xlsx
1860,empresas,La Rioja,5,5,0,0,,2,2,1,2024_3T.xlsx
1861,empresas,Ceuta y Melilla,3,3,0,0,,0,0,3,2024_3T.xlsx
1862,fisica,Andalucía,1497,1497,0,0,,254,15,1228,2024_4T.xlsx
1863,fisica,Almería,156,156,0,0,,25,3,128,2024_4T.xlsx
1864,fisica,Cádiz,238,238,0,0,,18,2,218,2024_4T.xlsx
1865,fisica,Córdoba,137,137,0,0,,19,0,118,2024_4T.xlsx
1866,fisica,Granada,169,169,0,0,,53,2,114,2024_4T.xlsx
1867,fisica,Huelva,57,57,0,0,,25,0,32,2024_4T.xlsx
1868,fisica,Jaén,78,78,0,0,,48,0,30,2024_4T.xlsx
1869,fisica,Málaga,334,334,0,0,,47,5,282,2024_4T.xlsx
1870,fisica,Sevilla,328,328,0,0,,19,3,306,2024_4T.xlsx
1871,fisica,Aragón,186,186,0,0,,28,0,158,2024_4T.xlsx
1872,fisica,Huesca,40,40,0,0,,6,0,34,2024_4T.xlsx
1873,fisica,Teruel,15,15,0,0,,1,0,14,2024_4T.xlsx
1874,fisica,Zaragoza,131,131,0,0,,21,0,110,2024_4T.xlsx
1875,fisica,Asturias,237,237,0,0,,52,0,185,2024_4T.xlsx
1876,fisica,"Balears, Illes",318,316,0,2,,12,0,306,2024_4T.xlsx
1877,fisica,Canarias,665,665,0,0,,33,2,630,2024_4T.xlsx
1878,fisica,Las Palmas de Gran Canaria,357,357,0,0,,11,0,346,2024_4T.xlsx
1879,fisica,Santa Cruz de Tenerife,308,308,0,0,,22,2,284,2024_4T.xlsx
1880,fisica,Cantabria,89,89,0,0,,12,0,77,2024_4T.xlsx
1881,fisica,Castilla y León,397,397,0,0,,48,5,344,2024_4T.xlsx
1882,fisica,Ávila,37,37,0,0,,0,0,37,2024_4T.xlsx
1883,fisica,Burgos,40,40,0,0,,8,0,32,2024_4T.xlsx
1884,fisica,León,109,109,0,0,,18,3,88,2024_4T.xlsx
1885,fisica,Palencia,28,28,0,0,,0,0,28,2024_4T.xlsx
1886,fisica,Salamanca,62,62,0,0,,8,0,54,2024_4T.xlsx
1887,fisica,Segovia,26,26,0,0,,3,1,22,2024_4T.xlsx
1888,fisica,Soria,11,11,0,0,,0,0,11,2024_4T.xlsx
1889,fisica,Valladolid,77,77,0,0,,11,1,65,2024_4T.xlsx
1890,fisica,Zamora,7,7,0,0,,0,0,7,2024_4T.xlsx
1891,fisica,Castilla-La Mancha,333,333,0,0,,32,4,297,2024_4T.xlsx
1892,fisica,Albacete,100,100,0,0,,9,0,91,2024_4T.xlsx
1893,fisica,Ciudad Real,4,4,0,0,,2,0,2,2024_4T.xlsx
1894,fisica,Cuenca,25,25,0,0,,0,0,25,2024_4T.xlsx
1895,fisica,Guadalajara,17,17,0,0,,2,0,15,2024_4T.xlsx
1896,fisica,Toledo,187,187,0,0,,19,4,164,2024_4T.xlsx
1897,fisica,Cataluña,3121,3118,2,1,,433,3,2685,2024_4T.xlsx
1898,fisica,Barcelona,2306,2304,2,0,,369,2,1935,2024_4T.xlsx
1899,fisica,Girona,303,303,0,0,,28,0,275,2024_4T.xlsx
1900,fisica,Lleida,214,214,0,0,,16,1,197,2024_4T.xlsx
1901,fisica,Tarragona,298,297,0,1,,20,0,278,2024_4T.xlsx
1902,fisica,Comunitat Valenciana,1432,1431,1,0,,138,15,1279,2024_4T.xlsx
1903,fisica,Alicante,525,525,0,0,,20,3,502,2024_4T.xlsx
1904,fisica,Castellón,64,64,0,0,,7,0,57,2024_4T.xlsx
1905,fisica,Valencia,843,842,1,0,,111,12,720,2024_4T.xlsx
1906,fisica,Extremadura,164,164,0,0,,53,1,110,2024_4T.xlsx
1907,fisica,Badajoz,127,127,0,0,,46,1,80,2024_4T.xlsx
1908,fisica,Cáceres,37,37,0,0,,7,0,30,2024_4T.xlsx
1909,fisica,Galicia,434,432,2,0,,56,0,378,2024_4T.xlsx
1910,fisica,A Coruña,230,229,1,0,,19,0,211,2024_4T.xlsx
1911,fisica,Lugo,40,40,0,0,,13,0,27,2024_4T.xlsx
1912,fisica,Ourense,36,36,0,0,,8,0,28,2024_4T.xlsx
1913,fisica,Pontevedra,128,127,1,0,,16,0,112,2024_4T.xlsx
1914,fisica,Madrid,2007,2005,1,1,,136,30,1841,2024_4T.xlsx
1915,fisica,Murcia,661,660,1,0,,49,3,609,2024_4T.xlsx
1916,fisica,Navarra,96,96,0,0,,7,0,89,2024_4T.xlsx
1917,fisica,Pais Vasco,271,271,0,0,,21,0,250,2024_4T.xlsx
1918,fisica,Araba/Álava,48,48,0,0,,5,0,43,2024_4T.xlsx
1919,fisica,Bizkaia,139,139,0,0,,7,0,132,2024_4T.xlsx
1920,fisica,Gipuzkoa,84,84,0,0,,9,0,75,2024_4T.xlsx
1921,fisica,La Rioja,46,46,0,0,,4,0,42,2024_4T.xlsx
1922,fisica,Ceuta y Melilla,18,18,0,0,,1,0,17,2024_4T.xlsx
1923,fisica,Ceuta,9,9,0,0,,0,0,9,2024_4T.xlsx
1924,fisica,Melilla,9,9,0,0,,1,0,8,2024_4T.xlsx
1925,empresas,Andalucía,166,161,5,0,,58,16,92,2024_4T.xlsx
1926,empresas,Almería,10,10,0,0,,3,3,4,2024_4T.xlsx
1927,empresas,Cádiz,25,24,1,0,,13,2,10,2024_4T.xlsx
1928,empresas,Córdoba,12,12,0,0,,3,0,9,2024_4T.xlsx
1929,empresas,Granada,10,10,0,0,,4,3,3,2024_4T.xlsx
1930,empresas,Huelva,4,4,0,0,,1,1,2,2024_4T.xlsx
1931,empresas,Jaén,8,8,0,0,,5,1,2,2024_4T.xlsx
1932,empresas,Málaga,41,37,4,0,,15,3,23,2024_4T.xlsx
1933,empresas,Sevilla,56,56,0,0,,14,3,39,2024_4T.xlsx
1934,empresas,Aragón,24,24,0,0,,9,1,14,2024_4T.xlsx
1935,empresas,Huesca,1,1,0,0,,0,0,1,2024_4T.xlsx
1936,empresas,Teruel,4,4,0,0,,3,0,1,2024_4T.xlsx
1937,empresas,Zaragoza,19,19,0,0,,6,1,12,2024_4T.xlsx
1938,empresas,Asturias,23,22,1,0,,4,4,15,2024_4T.xlsx
1939,empresas,"Balears, Illes",9,8,1,0,,4,0,5,2024_4T.xlsx
1940,empresas,Canarias,40,39,1,0,,16,9,15,2024_4T.xlsx
1941,empresas,Las Palmas de Gran Canaria,23,22,1,0,,9,9,5,2024_4T.xlsx
1942,empresas,Santa Cruz de Tenerife,17,17,0,0,,7,0,10,2024_4T.xlsx
1943,empresas,Cantabria,12,11,1,0,,3,7,2,2024_4T.xlsx
1944,empresas,Castilla y León,21,21,0,0,,6,4,11,2024_4T.xlsx
1945,empresas,Ávila,1,1,0,0,,0,0,1,2024_4T.xlsx
1946,empresas,Burgos,2,2,0,0,,0,0,2,2024_4T.xlsx
1947,empresas,León,7,7,0,0,,4,3,0,2024_4T.xlsx
1948,empresas,Palencia,2,2,0,0,,1,0,1,2024_4T.xlsx
1949,empresas,Salamanca,2,2,0,0,,1,0,1,2024_4T.xlsx
1950,empresas,Segovia,0,0,0,0,,0,0,0,2024_4T.xlsx
1951,empresas,Soria,0,0,0,0,,0,0,0,2024_4T.xlsx
1952,empresas,Valladolid,6,6,0,0,,0,1,5,2024_4T.xlsx
1953,empresas,Zamora,1,1,0,0,,0,0,1,2024_4T.xlsx
1954,empresas,Castilla-La Mancha,34,34,0,0,,13,2,19,2024_4T.xlsx
1955,empresas,Albacete,9,9,0,0,,3,0,6,2024_4T.xlsx
1956,empresas,Ciudad Real,8,8,0,0,,2,0,6,2024_4T.xlsx
1957,empresas,Cuenca,2,2,0,0,,1,0,1,2024_4T.xlsx
1958,empresas,Guadalajara,3,3,0,0,,0,0,3,2024_4T.xlsx
1959,empresas,Toledo,12,12,0,0,,7,2,3,2024_4T.xlsx
1960,empresas,Cataluña,351,345,6,0,,100,22,229,2024_4T.xlsx
1961,empresas,Barcelona,308,305,3,0,,92,19,197,2024_4T.xlsx
1962,empresas,Girona,16,14,2,0,,3,1,12,2024_4T.xlsx
1963,empresas,Lleida,12,12,0,0,,3,0,9,2024_4T.xlsx
1964,empresas,Tarragona,15,14,1,0,,2,2,11,2024_4T.xlsx
1965,empresas,Comunitat Valenciana,149,148,1,0,,27,56,66,2024_4T.xlsx
1966,empresas,Alicante,47,47,0,0,,6,3,38,2024_4T.xlsx
1967,empresas,Castellón,11,11,0,0,,3,5,3,2024_4T.xlsx
1968,empresas,Valencia,91,90,1,0,,18,48,25,2024_4T.xlsx
1969,empresas,Extremadura,19,17,2,0,,9,2,8,2024_4T.xlsx
1970,empresas,Badajoz,10,10,0,0,,4,2,4,2024_4T.xlsx
1971,empresas,Cáceres,9,7,2,0,,5,0,4,2024_4T.xlsx
1972,empresas,Galicia,63,61,2,0,,33,0,30,2024_4T.xlsx
1973,empresas,A Coruña,32,31,1,0,,15,0,17,2024_4T.xlsx
1974,empresas,Lugo,8,8,0,0,,3,0,5,2024_4T.xlsx
1975,empresas,Ourense,2,2,0,0,,2,0,0,2024_4T.xlsx
1976,empresas,Pontevedra,21,20,1,0,,13,0,8,2024_4T.xlsx
1977,empresas,Madrid,356,340,16,0,,89,156,111,2024_4T.xlsx
1978,empresas,Murcia,46,45,1,0,,12,13,21,2024_4T.xlsx
1979,empresas,Navarra,11,11,0,0,,5,1,5,2024_4T.xlsx
1980,empresas,Pais Vasco,68,67,1,0,,22,21,25,2024_4T.xlsx
1981,empresas,Araba/Álava,15,15,0,0,,5,4,6,2024_4T.xlsx
1982,empresas,Bizkaia,34,33,1,0,,12,7,15,2024_4T.xlsx
1983,empresas,Gipuzkoa,19,19,0,0,,5,10,4,2024_4T.xlsx
1984,empresas,La Rioja,3,3,0,0,,1,0,2,2024_4T.xlsx
1985,empresas,Ceuta y Melilla,2,2,0,0,,1,0,1,2024_4T.xlsx
1986,fisica,Andalucía,1945,1944,1,0,,271,19,1655,2025_1T.xlsx
1987,fisica,Almería,259,259,0,0,,20,6,233,2025_1T.xlsx
1988,fisica,Cádiz,338,338,0,0,,50,0,288,2025_1T.xlsx
1989,fisica,Córdoba,111,111,0,0,,12,0,99,2025_1T.xlsx
1990,fisica,Granada,201,201,0,0,,61,7,133,2025_1T.xlsx
1991,fisica,Huelva,119,119,0,0,,34,0,85,2025_1T.xlsx
1992,fisica,Jaén,36,36,0,0,,17,0,19,2025_1T.xlsx
1993,fisica,Málaga,383,383,0,0,,53,6,324,2025_1T.xlsx
1994,fisica,Sevilla,498,497,1,0,,24,0,474,2025_1T.xlsx
1995,fisica,Aragón,204,204,0,0,,20,1,183,2025_1T.xlsx
1996,fisica,Huesca,62,62,0,0,,6,1,55,2025_1T.xlsx
1997,fisica,Teruel,15,15,0,0,,0,0,15,2025_1T.xlsx
1998,fisica,Zaragoza,127,127,0,0,,14,0,113,2025_1T.xlsx
1999,fisica,Asturias,212,212,0,0,,49,0,163,2025_1T.xlsx
2000,fisica,"Balears, Illes",306,304,0,2,,17,0,289,2025_1T.xlsx
2001,fisica,Canarias,607,607,0,0,,80,5,522,2025_1T.xlsx
2002,fisica,Las Palmas de Gran Canaria,291,291,0,0,,36,1,254,2025_1T.xlsx
2003,fisica,Santa Cruz de Tenerife,316,316,0,0,,44,4,268,2025_1T.xlsx
2004,fisica,Cantabria,82,82,0,0,,7,0,75,2025_1T.xlsx
2005,fisica,Castilla y León,535,533,1,1,,74,6,455,2025_1T.xlsx
2006,fisica,Ávila,23,23,0,0,,0,0,23,2025_1T.xlsx
2007,fisica,Burgos,30,30,0,0,,6,0,24,2025_1T.xlsx
2008,fisica,León,104,103,1,0,,16,2,86,2025_1T.xlsx
2009,fisica,Palencia,31,31,0,0,,0,0,31,2025_1T.xlsx
2010,fisica,Salamanca,70,70,0,0,,3,0,67,2025_1T.xlsx
2011,fisica,Segovia,21,20,0,1,,7,0,14,2025_1T.xlsx
2012,fisica,Soria,18,18,0,0,,4,0,14,2025_1T.xlsx
2013,fisica,Valladolid,218,218,0,0,,38,4,176,2025_1T.xlsx
2014,fisica,Zamora,20,20,0,0,,0,0,20,2025_1T.xlsx
2015,fisica,Castilla-La Mancha,294,294,0,0,,19,5,270,2025_1T.xlsx
2016,fisica,Albacete,95,95,0,0,,0,0,95,2025_1T.xlsx
2017,fisica,Ciudad Real,4,4,0,0,,0,0,4,2025_1T.xlsx
2018,fisica,Cuenca,14,14,0,0,,0,0,14,2025_1T.xlsx
2019,fisica,Guadalajara,75,75,0,0,,15,1,59,2025_1T.xlsx
2020,fisica,Toledo,106,106,0,0,,4,4,98,2025_1T.xlsx
2021,fisica,Cataluña,3550,3549,1,0,,466,1,3083,2025_1T.xlsx
2022,fisica,Barcelona,2801,2800,1,0,,413,1,2387,2025_1T.xlsx
2023,fisica,Girona,205,205,0,0,,10,0,195,2025_1T.xlsx
2024,fisica,Lleida,225,225,0,0,,22,0,203,2025_1T.xlsx
2025,fisica,Tarragona,319,319,0,0,,21,0,298,2025_1T.xlsx
2026,fisica,Comunitat Valenciana,1649,1649,0,0,,119,12,1518,2025_1T.xlsx
2027,fisica,Alicante,772,772,0,0,,14,0,758,2025_1T.xlsx
2028,fisica,Castellón,100,100,0,0,,17,0,83,2025_1T.xlsx
2029,fisica,Valencia,777,777,0,0,,88,12,677,2025_1T.xlsx
2030,fisica,Extremadura,179,179,0,0,,48,0,131,2025_1T.xlsx
2031,fisica,Badajoz,107,107,0,0,,37,0,70,2025_1T.xlsx
2032,fisica,Cáceres,72,72,0,0,,11,0,61,2025_1T.xlsx
2033,fisica,Galicia,447,446,1,0,,66,0,381,2025_1T.xlsx
2034,fisica,A Coruña,192,191,1,0,,16,0,176,2025_1T.xlsx
2035,fisica,Lugo,79,79,0,0,,8,0,71,2025_1T.xlsx
2036,fisica,Ourense,22,22,0,0,,1,0,21,2025_1T.xlsx
2037,fisica,Pontevedra,154,154,0,0,,41,0,113,2025_1T.xlsx
2038,fisica,Madrid,2361,2360,1,0,,226,27,2108,2025_1T.xlsx
2039,fisica,Murcia,791,791,0,0,,66,5,720,2025_1T.xlsx
2040,fisica,Navarra,170,170,0,0,,19,0,151,2025_1T.xlsx
2041,fisica,Pais Vasco,327,327,0,0,,25,1,301,2025_1T.xlsx
2042,fisica,Araba/Álava,63,63,0,0,,7,0,56,2025_1T.xlsx
2043,fisica,Bizkaia,178,178,0,0,,12,0,166,2025_1T.xlsx
2044,fisica,Gipuzkoa,86,86,0,0,,6,1,79,2025_1T.xlsx
2045,fisica,La Rioja,49,49,0,0,,1,0,48,2025_1T.xlsx
2046,fisica,Ceuta y Melilla,10,10,0,0,,8,0,2,2025_1T.xlsx
2047,fisica,Ceuta,0,0,0,0,,0,0,0,2025_1T.xlsx
2048,fisica,Melilla,10,10,0,0,,8,0,2,2025_1T.xlsx
2049,empresas,Andalucía,178,168,10,0,,64,20,94,2025_1T.xlsx
2050,empresas,Almería,17,13,4,0,,7,6,4,2025_1T.xlsx
2051,empresas,Cádiz,18,18,0,0,,9,1,8,2025_1T.xlsx
2052,empresas,Córdoba,6,6,0,0,,1,0,5,2025_1T.xlsx
2053,empresas,Granada,21,19,2,0,,9,5,7,2025_1T.xlsx
2054,empresas,Huelva,6,6,0,0,,4,0,2,2025_1T.xlsx
2055,empresas,Jaén,5,5,0,0,,2,2,1,2025_1T.xlsx
2056,empresas,Málaga,42,42,0,0,,12,2,28,2025_1T.xlsx
2057,empresas,Sevilla,63,59,4,0,,20,4,39,2025_1T.xlsx
2058,empresas,Aragón,27,27,0,0,,13,2,12,2025_1T.xlsx
2059,empresas,Huesca,6,6,0,0,,3,1,2,2025_1T.xlsx
2060,empresas,Teruel,1,1,0,0,,1,0,0,2025_1T.xlsx
2061,empresas,Zaragoza,20,20,0,0,,9,1,10,2025_1T.xlsx
2062,empresas,Asturias,31,31,0,0,,9,7,15,2025_1T.xlsx
2063,empresas,"Balears, Illes",39,36,3,0,,25,1,13,2025_1T.xlsx
2064,empresas,Canarias,28,28,0,0,,6,12,10,2025_1T.xlsx
2065,empresas,Las Palmas de Gran Canaria,16,16,0,0,,2,8,6,2025_1T.xlsx
2066,empresas,Santa Cruz de Tenerife,12,12,0,0,,4,4,4,2025_1T.xlsx
2067,empresas,Cantabria,10,9,1,0,,4,4,2,2025_1T.xlsx
2068,empresas,Castilla y León,28,27,1,0,,7,7,14,2025_1T.xlsx
2069,empresas,Ávila,1,1,0,0,,0,0,1,2025_1T.xlsx
2070,empresas,Burgos,5,5,0,0,,1,0,4,2025_1T.xlsx
2071,empresas,León,3,2,1,0,,1,2,0,2025_1T.xlsx
2072,empresas,Palencia,1,1,0,0,,1,0,0,2025_1T.xlsx
2073,empresas,Salamanca,6,6,0,0,,2,0,4,2025_1T.xlsx
2074,empresas,Segovia,0,0,0,0,,0,0,0,2025_1T.xlsx
2075,empresas,Soria,1,1,0,0,,1,0,0,2025_1T.xlsx
2076,empresas,Valladolid,10,10,0,0,,1,5,4,2025_1T.xlsx
2077,empresas,Zamora,1,1,0,0,,0,0,1,2025_1T.xlsx
2078,empresas,Castilla-La Mancha,44,44,0,0,,8,2,34,2025_1T.xlsx
2079,empresas,Albacete,12,12,0,0,,3,0,9,2025_1T.xlsx
2080,empresas,Ciudad Real,19,19,0,0,,2,0,17,2025_1T.xlsx
2081,empresas,Cuenca,2,2,0,0,,0,0,2,2025_1T.xlsx
2082,empresas,Guadalajara,5,5,0,0,,2,1,2,2025_1T.xlsx
2083,empresas,Toledo,6,6,0,0,,1,1,4,2025_1T.xlsx
2084,empresas,Cataluña,450,441,9,0,,117,25,308,2025_1T.xlsx
2085,empresas,Barcelona,386,378,8,0,,101,20,265,2025_1T.xlsx
2086,empresas,Girona,15,15,0,0,,0,1,14,2025_1T.xlsx
2087,empresas,Lleida,16,16,0,0,,5,1,10,2025_1T.xlsx
2088,empresas,Tarragona,33,32,1,0,,11,3,19,2025_1T.xlsx
2089,empresas,Comunitat Valenciana,206,201,5,0,,61,48,97,2025_1T.xlsx
2090,empresas,Alicante,108,106,2,0,,30,5,73,2025_1T.xlsx
2091,empresas,Castellón,14,14,0,0,,7,0,7,2025_1T.xlsx
2092,empresas,Valencia,84,81,3,0,,24,43,17,2025_1T.xlsx
2093,empresas,Extremadura,25,25,0,0,,8,5,12,2025_1T.xlsx
2094,empresas,Badajoz,22,22,0,0,,8,5,9,2025_1T.xlsx
2095,empresas,Cáceres,3,3,0,0,,0,0,3,2025_1T.xlsx
2096,empresas,Galicia,56,55,1,0,,24,2,30,2025_1T.xlsx
2097,empresas,A Coruña,23,22,1,0,,7,2,14,2025_1T.xlsx
2098,empresas,Lugo,14,14,0,0,,9,0,5,2025_1T.xlsx
2099,empresas,Ourense,4,4,0,0,,2,0,2,2025_1T.xlsx
2100,empresas,Pontevedra,15,15,0,0,,6,0,9,2025_1T.xlsx
2101,empresas,Madrid,375,373,2,0,,69,182,124,2025_1T.xlsx
2102,empresas,Murcia,63,62,1,0,,22,10,31,2025_1T.xlsx
2103,empresas,Navarra,17,15,2,0,,9,0,8,2025_1T.xlsx
2104,empresas,Pais Vasco,82,81,1,0,,27,26,29,2025_1T.xlsx
2105,empresas,Araba/Álava,13,13,0,0,,4,2,7,2025_1T.xlsx
2106,empresas,Bizkaia,49,49,0,0,,17,20,12,2025_1T.xlsx
2107,empresas,Gipuzkoa,20,19,1,0,,6,4,10,2025_1T.xlsx
2108,empresas,La Rioja,5,5,0,0,,4,1,0,2025_1T.xlsx
2109,empresas,Ceuta y Melilla,2,2,0,0,,0,1,1,2025_1T.xlsx
2110,fisica,Ceuta,2,2,0,0,,0,0,2,2025_2T.xlsx
2111,fisica,Melilla,17,17,0,0,,4,0,13,2025_2T.xlsx
2112,fisica,Andalucía,1411,1411,0,0,,178,28,1205,2025_2T.xlsx
2113,fisica,Almería,190,190,0,0,,21,9,160,2025_2T.xlsx
2114,fisica,Cádiz,282,282,0,0,,15,0,267,2025_2T.xlsx
2115,fisica,Córdoba,94,94,0,0,,14,0,80,2025_2T.xlsx
2116,fisica,Granada,159,159,0,0,,44,6,109,2025_2T.xlsx
2117,fisica,Huelva,54,54,0,0,,12,0,42,2025_2T.xlsx
2118,fisica,Jaén,11,11,0,0,,7,0,4,2025_2T.xlsx
2119,fisica,Málaga,186,186,0,0,,19,7,160,2025_2T.xlsx
2120,fisica,Sevilla,435,435,0,0,,46,6,383,2025_2T.xlsx
2121,fisica,Aragón,159,159,0,0,,23,1,135,2025_2T.xlsx
2122,fisica,Huesca,40,40,0,0,,4,1,35,2025_2T.xlsx
2123,fisica,Teruel,19,19,0,0,,3,0,16,2025_2T.xlsx
2124,fisica,Zaragoza,100,100,0,0,,16,0,84,2025_2T.xlsx
2125,fisica,Asturias,189,189,0,0,,34,2,153,2025_2T.xlsx
2126,fisica,"Balears, Illes",452,452,0,0,,22,0,430,2025_2T.xlsx
2127,fisica,Canarias,793,793,0,0,,83,4,706,2025_2T.xlsx
2128,fisica,Las Palmas de Gran Canaria,597,597,0,0,,56,2,539,2025_2T.xlsx
2129,fisica,Santa Cruz de Tenerife,196,196,0,0,,27,2,167,2025_2T.xlsx
2130,fisica,Cantabria,69,69,0,0,,9,0,60,2025_2T.xlsx
2131,fisica,Castilla y León,326,326,0,0,,32,1,293,2025_2T.xlsx
2132,fisica,Ávila,21,21,0,0,,1,0,20,2025_2T.xlsx
2133,fisica,Burgos,29,29,0,0,,1,0,28,2025_2T.xlsx
2134,fisica,León,76,76,0,0,,14,1,61,2025_2T.xlsx
2135,fisica,Palencia,10,10,0,0,,0,0,10,2025_2T.xlsx
2136,fisica,Salamanca,44,44,0,0,,2,0,42,2025_2T.xlsx
2137,fisica,Segovia,27,27,0,0,,8,0,19,2025_2T.xlsx
2138,fisica,Soria,9,9,0,0,,3,0,6,2025_2T.xlsx
2139,fisica,Valladolid,107,107,0,0,,3,0,104,2025_2T.xlsx
2140,fisica,Zamora,3,3,0,0,,0,0,3,2025_2T.xlsx
2141,fisica,Castilla-La Mancha,344,344,0,0,,26,3,315,2025_2T.xlsx
