Unnamed: 0,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename,prov_limpia,comunidad_autonoma_manual
559,empresas,Andalucía,109,103,0,6,,52,13,44,2022_1T.xlsx,andalucia,
560,empresas,Almería,8,8,0,0,,0,4,4,2022_1T.xlsx,almeria,Andalucia
561,empresas,Cádiz,12,10,0,2,,8,1,3,2022_1T.xlsx,cadiz,Andalucia
562,empresas,Córdoba,8,8,0,0,,1,2,5,2022_1T.xlsx,cordoba,Andalucia
563,empresas,Granada,12,11,0,1,,4,2,6,2022_1T.xlsx,granada,Andalucia
564,empresas,Huelva,7,7,0,0,,5,0,2,2022_1T.xlsx,huelva,Andalucia
565,empresas,Jaén,1,1,0,0,,0,0,1,2022_1T.xlsx,jaen,Andalucia
566,empresas,Málaga,25,25,0,0,,16,4,5,2022_1T.xlsx,malaga,Andalucia
567,empresas,Sevilla,36,33,0,3,,18,0,18,2022_1T.xlsx,sevilla,Andalucia
568,empresas,Aragón,48,48,0,0,,14,4,30,2022_1T.xlsx,aragon,
569,empresas,Huesca,4,4,0,0,,2,1,1,2022_1T.xlsx,huesca,Aragon
570,empresas,Teruel,3,3,0,0,,2,0,1,2022_1T.xlsx,teruel,Aragon
571,empresas,Zaragoza,41,41,0,0,,10,3,28,2022_1T.xlsx,zaragoza,Aragon
572,empresas,Asturias,23,23,0,0,,10,2,11,2022_1T.xlsx,asturias,Asturias
573,empresas,"Balears, Illes",34,34,0,0,,17,11,6,2022_1T.xlsx,balears illes,Baleares
574,empresas,Canarias,28,26,1,1,,13,1,14,2022_1T.xlsx,canarias,
575,empresas,Las Palmas de Gran Canaria,17,16,1,0,,7,1,9,2022_1T.xlsx,las palmas de gran canaria,
576,empresas,Santa Cruz de Tenerife,11,10,0,1,,6,0,5,2022_1T.xlsx,santa cruz de tenerife,Canarias
577,empresas,Cantabria,20,20,0,0,,7,0,13,2022_1T.xlsx,cantabria,Cantabria
578,empresas,Castilla y León,22,22,0,0,,13,0,9,2022_1T.xlsx,castilla y leon,
579,empresas,Ávila,1,1,0,0,,1,0,0,2022_1T.xlsx,avila,Castilla y Leon
580,empresas,Burgos,6,6,0,0,,6,0,0,2022_1T.xlsx,burgos,Castilla y Leon
581,empresas,León,2,2,0,0,,1,0,1,2022_1T.xlsx,leon,Castilla y Leon
582,empresas,Palencia,1,1,0,0,,1,0,0,2022_1T.xlsx,palencia,Castilla y Leon
583,empresas,Salamanca,2,2,0,0,,0,0,2,2022_1T.xlsx,salamanca,Castilla y Leon
584,empresas,Segovia,2,2,0,0,,0,0,2,2022_1T.xlsx,segovia,Castilla y Leon
585,empresas,Soria,2,2,0,0,,2,0,0,2022_1T.xlsx,soria,Castilla y Leon
586,empresas,Valladolid,6,6,0,0,,2,0,4,2022_1T.xlsx,valladolid,Castilla y Leon
587,empresas,Zamora,0,0,0,0,,0,0,0,2022_1T.xlsx,zamora,Castilla y Leon
588,empresas,Castilla-La Mancha,37,31,0,6,,8,0,29,2022_1T.xlsx,castilla la mancha,
589,empresas,Albacete,10,10,0,0,,2,0,8,2022_1T.xlsx,albacete,Castilla La Mancha
590,empresas,Ciudad Real,5,5,0,0,,0,0,5,2022_1T.xlsx,ciudad real,Castilla La Mancha
591,empresas,Cuenca,6,5,0,1,,2,0,4,2022_1T.xlsx,cuenca,Castilla La Mancha
592,empresas,Guadalajara,3,2,0,1,,1,0,2,2022_1T.xlsx,guadalajara,Castilla La Mancha
593,empresas,Toledo,13,9,0,4,,3,0,10,2022_1T.xlsx,toledo,Castilla La Mancha
594,empresas,Cataluña,320,318,0,2,,76,7,237,2022_1T.xlsx,cataluna,
595,empresas,Barcelona,275,273,0,2,,61,7,207,2022_1T.xlsx,barcelona,Cataluña
596,empresas,Girona,25,25,0,0,,8,0,17,2022_1T.xlsx,girona,Cataluña
597,empresas,Lleida,15,15,0,0,,4,0,11,2022_1T.xlsx,lleida,Cataluña
598,empresas,Tarragona,5,5,0,0,,3,0,2,2022_1T.xlsx,tarragona,Cataluña
599,empresas,Comunitat Valenciana,203,199,0,4,,49,4,150,2022_1T.xlsx,comunitat valenciana,
600,empresas,Alicante,60,59,0,1,,11,0,49,2022_1T.xlsx,alicante,Valencia
601,empresas,Castellón,23,20,0,3,,14,0,9,2022_1T.xlsx,castellon,Valencia
602,empresas,Valencia,120,120,0,0,,24,4,92,2022_1T.xlsx,valencia,Valencia
603,empresas,Extremadura,7,6,1,0,,5,0,2,2022_1T.xlsx,extremadura,
604,empresas,Badajoz,4,4,0,0,,2,0,2,2022_1T.xlsx,badajoz,Extremadura
605,empresas,Cáceres,3,2,1,0,,3,0,0,2022_1T.xlsx,caceres,Extremadura
606,empresas,Galicia,52,52,0,0,,31,2,19,2022_1T.xlsx,galicia,
607,empresas,A Coruña,19,19,0,0,,8,1,10,2022_1T.xlsx,a coruna,Galicia
608,empresas,Lugo,11,11,0,0,,6,0,5,2022_1T.xlsx,lugo,Galicia
609,empresas,Ourense,6,6,0,0,,6,0,0,2022_1T.xlsx,ourense,Galicia
610,empresas,Pontevedra,16,16,0,0,,11,1,4,2022_1T.xlsx,pontevedra,Galicia
611,empresas,Madrid,325,315,8,2,,71,15,239,2022_1T.xlsx,madrid,Madrid
612,empresas,Murcia,38,38,0,0,,13,14,11,2022_1T.xlsx,murcia,Murcia
613,empresas,Navarra,7,7,0,0,,4,0,3,2022_1T.xlsx,navarra,Navarra
614,empresas,Pais Vasco,66,66,0,0,,26,2,38,2022_1T.xlsx,pais vasco,
615,empresas,Araba/Álava,11,11,0,0,,3,0,8,2022_1T.xlsx,araba alava,Pais Vasco
616,empresas,Bizkaia,41,41,0,0,,20,2,19,2022_1T.xlsx,bizkaia,Pais Vasco
617,empresas,Gipuzkoa,14,14,0,0,,3,0,11,2022_1T.xlsx,gipuzkoa,Pais Vasco
618,empresas,La Rioja,7,7,0,0,,5,0,2,2022_1T.xlsx,la rioja,La Rioja
619,empresas,Ceuta y Melilla,1,1,0,0,,1,0,0,2022_1T.xlsx,ceuta y melilla,
620,fisica,Andalucía,214,45,1,168,,178,1,35,2022_2T.xlsx,andalucia,
621,fisica,Almería,13,1,0,12,,13,0,0,2022_2T.xlsx,almeria,Andalucia
622,fisica,Cádiz,18,4,0,14,,16,0,2,2022_2T.xlsx,cadiz,Andalucia
623,fisica,Córdoba,15,5,0,10,,14,0,1,2022_2T.xlsx,cordoba,Andalucia
624,fisica,Granada,21,5,0,16,,20,0,1,2022_2T.xlsx,granada,Andalucia
625,fisica,Huelva,5,0,0,5,,4,0,1,2022_2T.xlsx,huelva,Andalucia
626,fisica,Jaén,23,1,0,22,,23,0,0,2022_2T.xlsx,jaen,Andalucia
627,fisica,Málaga,37,11,1,25,,27,1,9,2022_2T.xlsx,malaga,Andalucia
628,fisica,Sevilla,82,18,0,64,,61,0,21,2022_2T.xlsx,sevilla,Andalucia
629,fisica,Aragón,117,17,0,100,,71,2,44,2022_2T.xlsx,aragon,
630,fisica,Huesca,15,3,0,12,,9,0,6,2022_2T.xlsx,huesca,Aragon
631,fisica,Teruel,10,3,0,7,,8,0,2,2022_2T.xlsx,teruel,Aragon
632,fisica,Zaragoza,92,11,0,81,,54,2,36,2022_2T.xlsx,zaragoza,Aragon
633,fisica,Asturias,72,24,1,47,,40,0,32,2022_2T.xlsx,asturias,Asturias
634,fisica,"Balears, Illes",40,21,0,19,,40,0,0,2022_2T.xlsx,balears illes,Baleares
635,fisica,Canarias,82,14,0,68,,61,1,20,2022_2T.xlsx,canarias,
636,fisica,Las Palmas de Gran Canaria,48,9,0,39,,32,1,15,2022_2T.xlsx,las palmas de gran canaria,
637,fisica,Santa Cruz de Tenerife,34,5,0,29,,29,0,5,2022_2T.xlsx,santa cruz de tenerife,Canarias
638,fisica,Cantabria,15,9,0,6,,13,0,2,2022_2T.xlsx,cantabria,Cantabria
639,fisica,Castilla y León,86,41,0,45,,64,0,22,2022_2T.xlsx,castilla y leon,
640,fisica,Ávila,1,0,0,1,,1,0,0,2022_2T.xlsx,avila,Castilla y Leon
641,fisica,Burgos,4,1,0,3,,3,0,1,2022_2T.xlsx,burgos,Castilla y Leon
642,fisica,León,17,11,0,6,,16,0,1,2022_2T.xlsx,leon,Castilla y Leon
643,fisica,Palencia,0,0,0,0,,0,0,0,2022_2T.xlsx,palencia,Castilla y Leon
644,fisica,Salamanca,12,4,0,8,,5,0,7,2022_2T.xlsx,salamanca,Castilla y Leon
645,fisica,Segovia,11,2,0,9,,11,0,0,2022_2T.xlsx,segovia,Castilla y Leon
646,fisica,Soria,7,4,0,3,,7,0,0,2022_2T.xlsx,soria,Castilla y Leon
647,fisica,Valladolid,32,19,0,13,,20,0,12,2022_2T.xlsx,valladolid,Castilla y Leon
648,fisica,Zamora,2,0,0,2,,1,0,1,2022_2T.xlsx,zamora,Castilla y Leon
649,fisica,Castilla-La Mancha,82,14,0,68,,41,0,41,2022_2T.xlsx,castilla la mancha,
650,fisica,Albacete,16,4,0,12,,10,0,6,2022_2T.xlsx,albacete,Castilla La Mancha
651,fisica,Ciudad Real,5,0,0,5,,2,0,3,2022_2T.xlsx,ciudad real,Castilla La Mancha
652,fisica,Cuenca,4,1,0,3,,1,0,3,2022_2T.xlsx,cuenca,Castilla La Mancha
653,fisica,Guadalajara,40,5,0,35,,18,0,22,2022_2T.xlsx,guadalajara,Castilla La Mancha
654,fisica,Toledo,17,4,0,13,,10,0,7,2022_2T.xlsx,toledo,Castilla La Mancha
655,fisica,Cataluña,861,58,1,802,,818,3,40,2022_2T.xlsx,cataluna,
656,fisica,Barcelona,694,39,0,655,,668,0,26,2022_2T.xlsx,barcelona,Cataluña
657,fisica,Girona,72,10,1,61,,59,2,11,2022_2T.xlsx,girona,Cataluña
658,fisica,Lleida,49,4,0,45,,49,0,0,2022_2T.xlsx,lleida,Cataluña
659,fisica,Tarragona,46,5,0,41,,42,1,3,2022_2T.xlsx,tarragona,Cataluña
660,fisica,Comunitat Valenciana,247,86,0,161,,219,2,26,2022_2T.xlsx,comunitat valenciana,
661,fisica,Alicante,61,26,0,35,,47,2,12,2022_2T.xlsx,alicante,Valencia
662,fisica,Castellón,42,17,0,25,,40,0,2,2022_2T.xlsx,castellon,Valencia
663,fisica,Valencia,144,43,0,101,,132,0,12,2022_2T.xlsx,valencia,Valencia
664,fisica,Extremadura,6,2,0,4,,5,0,1,2022_2T.xlsx,extremadura,
665,fisica,Badajoz,4,1,0,3,,4,0,0,2022_2T.xlsx,badajoz,Extremadura
666,fisica,Cáceres,2,1,0,1,,1,0,1,2022_2T.xlsx,caceres,Extremadura
667,fisica,Galicia,109,45,0,64,,91,0,18,2022_2T.xlsx,galicia,
668,fisica,A Coruña,40,13,0,27,,28,0,12,2022_2T.xlsx,a coruna,Galicia
669,fisica,Lugo,24,12,0,12,,24,0,0,2022_2T.xlsx,lugo,Galicia
670,fisica,Ourense,5,1,0,4,,1,0,4,2022_2T.xlsx,ourense,Galicia
671,fisica,Pontevedra,40,19,0,21,,38,0,2,2022_2T.xlsx,pontevedra,Galicia
672,fisica,Madrid,249,37,0,212,,208,2,39,2022_2T.xlsx,madrid,Madrid
673,fisica,Murcia,57,35,0,22,,54,0,3,2022_2T.xlsx,murcia,Murcia
674,fisica,Navarra,27,4,0,23,,5,0,22,2022_2T.xlsx,navarra,Navarra
675,fisica,Pais Vasco,68,49,0,19,,47,0,21,2022_2T.xlsx,pais vasco,
676,fisica,Araba/Álava,15,11,0,4,,15,0,0,2022_2T.xlsx,araba alava,Pais Vasco
677,fisica,Bizkaia,31,23,0,8,,18,0,13,2022_2T.xlsx,bizkaia,Pais Vasco
678,fisica,Gipuzkoa,22,15,0,7,,14,0,8,2022_2T.xlsx,gipuzkoa,Pais Vasco
679,fisica,La Rioja,8,0,0,8,,2,0,6,2022_2T.xlsx,la rioja,La Rioja
680,fisica,Ceuta y Melilla,0,0,0,0,,0,0,0,2022_2T.xlsx,ceuta y melilla,
681,fisica,Ceuta,0,0,0,0,,0,0,0,2022_2T.xlsx,ceuta,Ceuta
682,fisica,Melilla,0,0,0,0,,0,0,0,2022_2T.xlsx,melilla,Melilla
683,empresas,Andalucía,104,99,2,3,,50,18,36,2022_2T.xlsx,andalucia,
684,empresas,Almería,14,13,1,0,,0,7,7,2022_2T.xlsx,almeria,Andalucia
685,empresas,Cádiz,5,5,0,0,,4,0,1,2022_2T.xlsx,cadiz,Andalucia
686,empresas,Córdoba,8,8,0,0,,1,4,3,2022_2T.xlsx,cordoba,Andalucia
687,empresas,Granada,19,17,1,1,,10,3,6,2022_2T.xlsx,granada,Andalucia
688,empresas,Huelva,8,8,0,0,,5,0,3,2022_2T.xlsx,huelva,Andalucia
689,empresas,Jaén,4,4,0,0,,2,0,2,2022_2T.xlsx,jaen,Andalucia
690,empresas,Málaga,23,22,0,1,,12,3,8,2022_2T.xlsx,malaga,Andalucia
691,empresas,Sevilla,23,22,0,1,,16,1,6,2022_2T.xlsx,sevilla,Andalucia
692,empresas,Aragón,36,34,0,2,,11,0,25,2022_2T.xlsx,aragon,
693,empresas,Huesca,4,4,0,0,,1,0,3,2022_2T.xlsx,huesca,Aragon
694,empresas,Teruel,4,3,0,1,,1,0,3,2022_2T.xlsx,teruel,Aragon
695,empresas,Zaragoza,28,27,0,1,,9,0,19,2022_2T.xlsx,zaragoza,Aragon
696,empresas,Asturias,24,24,0,0,,11,0,13,2022_2T.xlsx,asturias,Asturias
697,empresas,"Balears, Illes",23,23,0,0,,19,0,4,2022_2T.xlsx,balears illes,Baleares
698,empresas,Canarias,37,35,0,2,,19,2,16,2022_2T.xlsx,canarias,
699,empresas,Las Palmas de Gran Canaria,22,22,0,0,,10,2,10,2022_2T.xlsx,las palmas de gran canaria,
700,empresas,Santa Cruz de Tenerife,15,13,0,2,,9,0,6,2022_2T.xlsx,santa cruz de tenerife,Canarias
701,empresas,Cantabria,8,8,0,0,,3,0,5,2022_2T.xlsx,cantabria,Cantabria
702,empresas,Castilla y León,25,25,0,0,,11,0,14,2022_2T.xlsx,castilla y leon,
703,empresas,Ávila,1,1,0,0,,0,0,1,2022_2T.xlsx,avila,Castilla y Leon
704,empresas,Burgos,4,4,0,0,,4,0,0,2022_2T.xlsx,burgos,Castilla y Leon
705,empresas,León,5,5,0,0,,3,0,2,2022_2T.xlsx,leon,Castilla y Leon
706,empresas,Palencia,1,1,0,0,,1,0,0,2022_2T.xlsx,palencia,Castilla y Leon
707,empresas,Salamanca,3,3,0,0,,1,0,2,2022_2T.xlsx,salamanca,Castilla y Leon
708,empresas,Segovia,1,1,0,0,,0,0,1,2022_2T.xlsx,segovia,Castilla y Leon
709,empresas,Soria,3,3,0,0,,0,0,3,2022_2T.xlsx,soria,Castilla y Leon
710,empresas,Valladolid,5,5,0,0,,1,0,4,2022_2T.xlsx,valladolid,Castilla y Leon
711,empresas,Zamora,2,2,0,0,,1,0,1,2022_2T.xlsx,zamora,Castilla y Leon
712,empresas,Castilla-La Mancha,29,28,1,0,,9,2,18,2022_2T.xlsx,castilla la mancha,
713,empresas,Albacete,7,7,0,0,,2,0,5,2022_2T.xlsx,albacete,Castilla La Mancha
714,empresas,Ciudad Real,9,9,0,0,,1,0,8,2022_2T.xlsx,ciudad real,Castilla La Mancha
715,empresas,Cuenca,1,1,0,0,,0,0,1,2022_2T.xlsx,cuenca,Castilla La Mancha
716,empresas,Guadalajara,2,2,0,0,,0,0,2,2022_2T.xlsx,guadalajara,Castilla La Mancha
717,empresas,Toledo,10,9,1,0,,6,2,2,2022_2T.xlsx,toledo,Castilla La Mancha
718,empresas,Cataluña,324,321,1,2,,88,7,229,2022_2T.xlsx,cataluna,
719,empresas,Barcelona,286,284,1,1,,72,4,210,2022_2T.xlsx,barcelona,Cataluña
720,empresas,Girona,11,11,0,0,,7,1,3,2022_2T.xlsx,girona,Cataluña
721,empresas,Lleida,8,8,0,0,,2,0,6,2022_2T.xlsx,lleida,Cataluña
722,empresas,Tarragona,19,18,0,1,,7,2,10,2022_2T.xlsx,tarragona,Cataluña
723,empresas,Comunitat Valenciana,234,231,0,3,,42,14,178,2022_2T.xlsx,comunitat valenciana,
724,empresas,Alicante,57,57,0,0,,7,3,47,2022_2T.xlsx,alicante,Valencia
725,empresas,Castellón,18,17,0,1,,9,0,9,2022_2T.xlsx,castellon,Valencia
726,empresas,Valencia,159,157,0,2,,26,11,122,2022_2T.xlsx,valencia,Valencia
727,empresas,Extremadura,8,8,0,0,,0,0,8,2022_2T.xlsx,extremadura,
728,empresas,Badajoz,4,4,0,0,,0,0,4,2022_2T.xlsx,badajoz,Extremadura
729,empresas,Cáceres,4,4,0,0,,0,0,4,2022_2T.xlsx,caceres,Extremadura
730,empresas,Galicia,47,46,0,1,,37,2,8,2022_2T.xlsx,galicia,
731,empresas,A Coruña,16,16,0,0,,13,1,2,2022_2T.xlsx,a coruna,Galicia
732,empresas,Lugo,14,14,0,0,,10,1,3,2022_2T.xlsx,lugo,Galicia
733,empresas,Ourense,6,6,0,0,,5,0,1,2022_2T.xlsx,ourense,Galicia
734,empresas,Pontevedra,11,10,0,1,,9,0,2,2022_2T.xlsx,pontevedra,Galicia
735,empresas,Madrid,259,252,5,2,,44,9,206,2022_2T.xlsx,madrid,Madrid
736,empresas,Murcia,28,28,0,0,,16,4,8,2022_2T.xlsx,murcia,Murcia
737,empresas,Navarra,10,10,0,0,,6,1,3,2022_2T.xlsx,navarra,Navarra
738,empresas,Pais Vasco,64,63,0,1,,34,3,27,2022_2T.xlsx,pais vasco,
739,empresas,Araba/Álava,1,1,0,0,,1,0,0,2022_2T.xlsx,araba alava,Pais Vasco
740,empresas,Bizkaia,42,41,0,1,,24,3,15,2022_2T.xlsx,bizkaia,Pais Vasco
741,empresas,Gipuzkoa,21,21,0,0,,9,0,12,2022_2T.xlsx,gipuzkoa,Pais Vasco
742,empresas,La Rioja,4,3,0,1,,1,0,3,2022_2T.xlsx,la rioja,La Rioja
743,empresas,Ceuta y Melilla,3,3,0,0,,1,0,2,2022_2T.xlsx,ceuta y melilla,
744,fisica,Andalucía,222,44,0,178,,183,4,35,2022_3T.xlsx,andalucia,
745,fisica,Almería,14,3,0,11,,9,3,2,2022_3T.xlsx,almeria,Andalucia
746,fisica,Cádiz,19,4,0,15,,18,0,1,2022_3T.xlsx,cadiz,Andalucia
747,fisica,Córdoba,16,1,0,15,,16,0,0,2022_3T.xlsx,cordoba,Andalucia
748,fisica,Granada,30,13,0,17,,27,0,3,2022_3T.xlsx,granada,Andalucia
749,fisica,Huelva,13,0,0,13,,7,0,6,2022_3T.xlsx,huelva,Andalucia
750,fisica,Jaén,13,2,0,11,,10,1,2,2022_3T.xlsx,jaen,Andalucia
751,fisica,Málaga,42,11,0,31,,37,0,5,2022_3T.xlsx,malaga,Andalucia
752,fisica,Sevilla,75,10,0,65,,59,0,16,2022_3T.xlsx,sevilla,Andalucia
753,fisica,Aragón,107,25,0,82,,60,0,47,2022_3T.xlsx,aragon,
754,fisica,Huesca,23,4,0,19,,15,0,8,2022_3T.xlsx,huesca,Aragon
755,fisica,Teruel,4,1,0,3,,4,0,0,2022_3T.xlsx,teruel,Aragon
756,fisica,Zaragoza,80,20,0,60,,41,0,39,2022_3T.xlsx,zaragoza,Aragon
757,fisica,Asturias,55,19,0,36,,18,0,37,2022_3T.xlsx,asturias,Asturias
758,fisica,"Balears, Illes",65,38,0,27,,61,0,4,2022_3T.xlsx,balears illes,Baleares
759,fisica,Canarias,71,21,1,49,,60,2,9,2022_3T.xlsx,canarias,
760,fisica,Las Palmas de Gran Canaria,43,14,1,28,,38,2,3,2022_3T.xlsx,las palmas de gran canaria,
761,fisica,Santa Cruz de Tenerife,28,7,0,21,,22,0,6,2022_3T.xlsx,santa cruz de tenerife,Canarias
762,fisica,Cantabria,10,8,0,2,,10,0,0,2022_3T.xlsx,cantabria,Cantabria
763,fisica,Castilla y León,79,38,2,39,,57,0,22,2022_3T.xlsx,castilla y leon,
764,fisica,Ávila,2,1,0,1,,1,0,1,2022_3T.xlsx,avila,Castilla y Leon
765,fisica,Burgos,6,0,0,6,,6,0,0,2022_3T.xlsx,burgos,Castilla y Leon
766,fisica,León,21,14,0,7,,20,0,1,2022_3T.xlsx,leon,Castilla y Leon
767,fisica,Palencia,0,0,0,0,,0,0,0,2022_3T.xlsx,palencia,Castilla y Leon
768,fisica,Salamanca,12,6,0,6,,4,0,8,2022_3T.xlsx,salamanca,Castilla y Leon
769,fisica,Segovia,6,0,1,5,,6,0,0,2022_3T.xlsx,segovia,Castilla y Leon
770,fisica,Soria,3,1,1,1,,3,0,0,2022_3T.xlsx,soria,Castilla y Leon
771,fisica,Valladolid,29,16,0,13,,17,0,12,2022_3T.xlsx,valladolid,Castilla y Leon
772,fisica,Zamora,0,0,0,0,,0,0,0,2022_3T.xlsx,zamora,Castilla y Leon
773,fisica,Castilla-La Mancha,83,17,3,63,,33,0,50,2022_3T.xlsx,castilla la mancha,
774,fisica,Albacete,22,4,0,18,,12,0,10,2022_3T.xlsx,albacete,Castilla La Mancha
775,fisica,Ciudad Real,18,5,0,13,,7,0,11,2022_3T.xlsx,ciudad real,Castilla La Mancha
776,fisica,Cuenca,3,2,0,1,,0,0,3,2022_3T.xlsx,cuenca,Castilla La Mancha
777,fisica,Guadalajara,21,3,0,18,,5,0,16,2022_3T.xlsx,guadalajara,Castilla La Mancha
778,fisica,Toledo,19,3,3,13,,9,0,10,2022_3T.xlsx,toledo,Castilla La Mancha
779,fisica,Cataluña,837,91,2,744,,761,0,76,2022_3T.xlsx,cataluna,
780,fisica,Barcelona,603,40,2,561,,575,0,28,2022_3T.xlsx,barcelona,Cataluña
781,fisica,Girona,84,16,0,68,,41,0,43,2022_3T.xlsx,girona,Cataluña
782,fisica,Lleida,90,28,0,62,,88,0,2,2022_3T.xlsx,lleida,Cataluña
783,fisica,Tarragona,60,7,0,53,,57,0,3,2022_3T.xlsx,tarragona,Cataluña
784,fisica,Comunitat Valenciana,246,88,2,156,,190,1,55,2022_3T.xlsx,comunitat valenciana,
785,fisica,Alicante,81,32,1,48,,49,1,31,2022_3T.xlsx,alicante,Valencia
786,fisica,Castellón,25,14,0,11,,25,0,0,2022_3T.xlsx,castellon,Valencia
787,fisica,Valencia,140,42,1,97,,116,0,24,2022_3T.xlsx,valencia,Valencia
788,fisica,Extremadura,27,18,0,9,,9,0,18,2022_3T.xlsx,extremadura,
789,fisica,Badajoz,16,7,0,9,,8,0,8,2022_3T.xlsx,badajoz,Extremadura
790,fisica,Cáceres,11,11,0,0,,1,0,10,2022_3T.xlsx,caceres,Extremadura
791,fisica,Galicia,95,49,0,46,,77,0,18,2022_3T.xlsx,galicia,
792,fisica,A Coruña,26,15,0,11,,14,0,12,2022_3T.xlsx,a coruna,Galicia
793,fisica,Lugo,20,8,0,12,,20,0,0,2022_3T.xlsx,lugo,Galicia
794,fisica,Ourense,9,9,0,0,,7,0,2,2022_3T.xlsx,ourense,Galicia
795,fisica,Pontevedra,40,17,0,23,,36,0,4,2022_3T.xlsx,pontevedra,Galicia
796,fisica,Madrid,248,40,2,206,,202,0,46,2022_3T.xlsx,madrid,Madrid
797,fisica,Murcia,71,46,0,25,,57,0,14,2022_3T.xlsx,murcia,Murcia
798,fisica,Navarra,16,6,0,10,,3,0,13,2022_3T.xlsx,navarra,Navarra
799,fisica,Pais Vasco,48,37,0,11,,33,0,15,2022_3T.xlsx,pais vasco,
800,fisica,Araba/Álava,14,10,0,4,,14,0,0,2022_3T.xlsx,araba alava,Pais Vasco
801,fisica,Bizkaia,13,12,0,1,,7,0,6,2022_3T.xlsx,bizkaia,Pais Vasco
802,fisica,Gipuzkoa,21,15,0,6,,12,0,9,2022_3T.xlsx,gipuzkoa,Pais Vasco
803,fisica,La Rioja,16,1,0,15,,3,0,13,2022_3T.xlsx,la rioja,La Rioja
804,fisica,Ceuta y Melilla,2,1,0,1,,0,0,2,2022_3T.xlsx,ceuta y melilla,
805,fisica,Ceuta,2,1,0,1,,0,0,2,2022_3T.xlsx,ceuta,Ceuta
806,fisica,Melilla,0,0,0,0,,0,0,0,2022_3T.xlsx,melilla,Melilla
807,empresas,Andalucía,194,184,5,5,,75,34,85,2022_3T.xlsx,andalucia,
808,empresas,Almería,20,19,1,0,,2,9,9,2022_3T.xlsx,almeria,Andalucia
809,empresas,Cádiz,17,16,1,0,,13,0,4,2022_3T.xlsx,cadiz,Andalucia
810,empresas,Córdoba,25,24,1,0,,1,9,15,2022_3T.xlsx,cordoba,Andalucia
811,empresas,Granada,21,17,0,4,,9,2,10,2022_3T.xlsx,granada,Andalucia
812,empresas,Huelva,13,13,0,0,,4,0,9,2022_3T.xlsx,huelva,Andalucia
813,empresas,Jaén,9,8,1,0,,5,1,3,2022_3T.xlsx,jaen,Andalucia
814,empresas,Málaga,37,36,0,1,,12,11,14,2022_3T.xlsx,malaga,Andalucia
815,empresas,Sevilla,52,51,1,0,,29,2,21,2022_3T.xlsx,sevilla,Andalucia
816,empresas,Aragón,52,51,0,1,,17,4,31,2022_3T.xlsx,aragon,
817,empresas,Huesca,5,5,0,0,,2,1,2,2022_3T.xlsx,huesca,Aragon
818,empresas,Teruel,1,1,0,0,,0,0,1,2022_3T.xlsx,teruel,Aragon
819,empresas,Zaragoza,46,45,0,1,,15,3,28,2022_3T.xlsx,zaragoza,Aragon
820,empresas,Asturias,29,29,0,0,,11,0,18,2022_3T.xlsx,asturias,Asturias
821,empresas,"Balears, Illes",26,25,1,0,,20,1,5,2022_3T.xlsx,balears illes,Baleares
822,empresas,Canarias,28,27,1,0,,18,0,10,2022_3T.xlsx,canarias,
823,empresas,Las Palmas de Gran Canaria,15,14,1,0,,8,0,7,2022_3T.xlsx,las palmas de gran canaria,
824,empresas,Santa Cruz de Tenerife,13,13,0,0,,10,0,3,2022_3T.xlsx,santa cruz de tenerife,Canarias
825,empresas,Cantabria,11,11,0,0,,5,0,6,2022_3T.xlsx,cantabria,Cantabria
826,empresas,Castilla y León,42,40,1,1,,17,4,21,2022_3T.xlsx,castilla y leon,
827,empresas,Ávila,0,0,0,0,,0,0,0,2022_3T.xlsx,avila,Castilla y Leon
828,empresas,Burgos,4,4,0,0,,1,0,3,2022_3T.xlsx,burgos,Castilla y Leon
829,empresas,León,6,6,0,0,,1,2,3,2022_3T.xlsx,leon,Castilla y Leon
830,empresas,Palencia,4,4,0,0,,3,0,1,2022_3T.xlsx,palencia,Castilla y Leon
831,empresas,Salamanca,5,5,0,0,,0,2,3,2022_3T.xlsx,salamanca,Castilla y Leon
832,empresas,Segovia,7,6,0,1,,5,0,2,2022_3T.xlsx,segovia,Castilla y Leon
833,empresas,Soria,1,1,0,0,,0,0,1,2022_3T.xlsx,soria,Castilla y Leon
834,empresas,Valladolid,15,14,1,0,,7,0,8,2022_3T.xlsx,valladolid,Castilla y Leon
835,empresas,Zamora,0,0,0,0,,0,0,0,2022_3T.xlsx,zamora,Castilla y Leon
836,empresas,Castilla-La Mancha,47,46,0,1,,13,1,33,2022_3T.xlsx,castilla la mancha,
837,empresas,Albacete,16,16,0,0,,6,0,10,2022_3T.xlsx,albacete,Castilla La Mancha
838,empresas,Ciudad Real,3,3,0,0,,0,0,3,2022_3T.xlsx,ciudad real,Castilla La Mancha
839,empresas,Cuenca,7,7,0,0,,0,1,6,2022_3T.xlsx,cuenca,Castilla La Mancha
840,empresas,Guadalajara,4,3,0,1,,2,0,2,2022_3T.xlsx,guadalajara,Castilla La Mancha
841,empresas,Toledo,17,17,0,0,,5,0,12,2022_3T.xlsx,toledo,Castilla La Mancha
842,empresas,Cataluña,452,446,3,3,,121,4,327,2022_3T.xlsx,cataluna,
